"EV001",""
"<優香>
『今ならもう、アンタには絶対負けない。
　観客が見てる前で無様に射精させて、
　あの時感じた私の屈辱を倍にして返してあげる。』","<Yuuka>
""I won't lose to you again. I'll make you miserably cum
 in front of the audience and payback the humiliation
 from back then tenfold."""
"笑みを浮かべた彼女の圧力に、
貴方は警戒しながら剣を構え、売り言葉に買い言葉と、
また犯してやると宣言する。","Yuuka's aura got stronger as she smiled at you.
While cautiously watching her, you took out your
sword and returned her words with that you'll
violate her again."
"<優香>
『ふん、いつまでそんな口を叩ける？
　あんたの顔が屈辱と快楽にゆがむのが楽しみだわ♡』","<Yuuka>
""Hmph. I wonder how long can you talk? I can't wait
 to make your face twist from humiliation and
 pleasure♡"""
"優香は暗い笑みを浮かべながら、
可愛らしく貴方に向かってウインクする。","Yuuka cutely winked at you with a creepy smile."
"<優香>
『大勢の観客の前で、
　無様にあへあへいいながらイっちゃうところ、
　晒しものにしてやる♡』","<Yuuka>
""I'll make you cum with miserable moans and show it
 to the whole audience♡"""
"<優香>
『うぐ…………そ、そんな…………
　これでも勝てない、なんて…………』","<Yuuka>
""Ugh... T-This can't be... I couldn't win even with
 this..."""
"<優香>
『はぁ！？アンタ、この前はいやいや犯してたってこと？
　何それ、めちゃくちゃムカつくんだけど…………』","<Yuuka>
""Huh? Then, why the heck did you violate me last time?
 You're totally pissing me off..."""
"<優香>
『ぐ、いや、こんな、観客の前で、またっ……！
　んっ♡んんっ♡…………！！！』","<Yuuka>
""Ugh... Not again... And in front of the audience...
 Nngh♡ Nnnnh♡"""
"<優香>
『こんな、2度目なんて…………うぅぅ…………』","<Yuuka>
""That's the second time... Uuuh..."""
"<優香>
『げっ………
　はぁ………運悪すぎでしょ、なんでアンタに当たるのよ…』","<Yuuka>
""Geh... Sigh... I'm so unlucky. Why did I have to
 match with you of all people..."""
"優香は貴方の顔を見ると、
露骨に顔をしかめてそう言葉を漏らした。","Yuuka clearly grimaced when she saw your face."
"<アル>
『あ、あの時の子だね♪
　あれから、ちゃんと\n[1]との約束守ってくれてたのかな？』","<Al>
""Ah, it's the girl from back then♪ I wonder if she has
 kept her promise?"""
"貴方はアルと同じ疑問を抱き、
彼女にそのことを尋ねてみることにした。","You wondered the same as Al and asked Yuuka if she
stopped using her leveling method."
"<優香>
『うん、アンタに言われた通り、
　あれからあのレベル上げはしてない。それでも私は、
　この町でも充分強い方みたいだし？』","<Yuuka>
""Yeah, I haven't used it since you told me not to.
 But even without it, it looks like I'm plenty of
 strong for this town."""
"<優香>
『でも、よりにもよって3戦目がアンタとはね……
　ほんと、ついてないわ…………』","<Yuuka>
""However, for my third match to be with you...
 I have the worst luck."""
"再びため息をつく少女に何とも言えない気分になりつつ、
約束を守ってくれて嬉しいと伝えながら貴方は剣を構える。","Yuuka sighed deeply for the second time and silence
filled the arena for a while. Then, you pointed your
sword at her and thanked her for keeping the promise."
"<優香>
『別に。自分のためだし。
　………というか、行動と言葉が矛盾してない？』","<Yuuka>
""Don't think much of it. I'm doing it for my own sake
 after all... Hey, aren't your words and actions a bit
 mismatched?"""
"<優香>
『はぁ………ま、嘆いていても仕方ないわよね。
　私も少しは強くなってるし、
　化け物にリベンジしてやるっての！』","<Yuuka>
""Sigh... Well, there's no point grieving over it.
 I've got slightly stronger, so I'll take this chance
 to take revenge on you, monster!"""
"優香はそう言いながら、身体に魔力を高ぶらせる。","Magic gathered around Yuuka's body after she said that."
"<優香>
『観客の前で負けても恨まないでよね。
　私はアンタのこと、容赦なく犯しちゃうから♡ちゅっ♡』","<Yuuka>
""Don't hold a grudge if you end up losing in front of
 the audience when I violate you without holding back♡
 Smooch♡"""
"倒れこむ優香に近づき、貴方は今回も自分の勝ちだと告げる。","You approached the fallen Yuuka and told her that you
won again."
"<優香>
『はいはい、そうですね。
　はぁ、ほんと、強い…………』","<Yuuka>
""Yeah, yeah, you did... Sigh... You're so damn
 strong..."""
"優香は倒れたまま、呆れたようにため息をついた。","Yuuka signed in astonishment on the ground."
"<優香>
『で？どうすんの？
　私のこと、犯すの？』","<Yuuka>
""So? Watcha going to do? Are you going to violate me?"""
"そして、動けないながらも貴方を見上げ、
そう挑発的な視線を向ける。","Then Yuuka looked up at you with a provocative gaze."
"そんな彼女に貴方は首を横に振る。","You shook your head at the question."
"<優香>
『あっそ…………やっぱ理解できないけど。
　……………………ゲームでお人好しって、損だからね？』","<Yuuka>
""I see... I can't understand it... You pretty much 
 handicap yourself if you go soft on people like that,
 you know?"""
"<優香>
『アンタ、マゾのくせになんでそんなに強いわけ？
　はぁ…………ムカつく』","<Yuuka>
""Huh? How can be so strong as a masochist?
 Sigh... This is pissing me off."""
"<優香>
『へぇ…こんなところでアンタに会えるなんてね。
　ラッキー♪この前のお礼…たっぷりしてあげる♡』","<Yuuka>
""Oh... How lucky to run into you here♪ I'll take this
 opportunity to thoroughly reward you for what you did
 last time♡"""
"貴方の姿を見ると、
優香はにやにやと笑みを浮かべてそう言った。","Yuuka said that with a grin when she saw you."
"<アル>
『う…お礼ってうれしい意味じゃないよね…
　今回はスキルも使ってくるだろうし…
　\n[1]、大丈夫？』","<Al>
""Uh... I don't think she means to reward you in a good
 way... She can use her skills this time...
 \n[1], will you be okay?"""
"アルが心配げに貴方の顔を覗き込む。
…かなり厳しい戦いになるだろうが、
こんな大勢の前でみっともない姿をさらすわけにはいかない。
貴方は、大丈夫だとアルに告げた。","Al watched you with worry. You figured that it'd be
a difficult battle, but showing yourself in a
disgraceful state in front of the audience was out of
the question, so you told her that you'd be fine."
"<優香>
『…今、もしかしてちっこいのに何か言われた？
　なんかそこにいるって分かると、
　アンタの独り言も意味が分かるわね。』","<Yuuka>
""...Did you say something to your fairy friend just
 now? Your monologue makes all the more sense now
 that I know she's with you."""
"<優香>
『というかなんでこれまで、
　アンタの独り言に違和感感じなかったのか不思議だけど…
　ま、そんなことはどうでもいいや♡』","<Yuuka>
""I wonder why I didn't find it out of place before...
 But well, that doesn't matter♡"""
"<優香>
『ちっこいの、聞こえてるんでしょ？
　覚悟しなさい♡今日はアンタの目の前で…
　こいつのなっさけない姿さらさせてあげる♡』","<Yuuka>
""Fairy, you can hear me, right? You should get ready
 because I'll expose this guy's miserable side before
 you today♡"""
"<優香>
『アンタが選んだ男がどれだけ情けない奴か…
　その目でしっかりと見てることね♡』","<Yuuka>
""Closely watch how pathetic the man you've chosen 
 turns out to be♡"""
"優香はにやりと笑みを浮かべるとそうアルに話しかけた。
もう勝つことを前提としたような話し方に、
貴方はまだ負けると決まったわけじゃないとそう返した。","Yuuka talked to Al with a grin. She seemed to be sure
of her victory from the way she spoke, so you told her
that you aren't going to lose."
"<アル>
『そ、そうだよね…！
　\n[1]ならきっと、
　スキルが使えるあの子にも勝てるよ！』","<Al>
""T-That's right! \n[1], I'm sure you can
 beat that girl even when she can use skills!"""
"貴方の言葉にアルはそううなずく。
貴方はそんなアルの期待に応えるように、
優香を見つめながら剣を抜いた。","Al nodded at your words and cheered you on. To live up
to her expectations, you pulled out your sword and
glared at Yuuka."
"<優香>
『あは♡一度スキルが使えない私に勝ったくらいで、
　ちょっと思い上がっちゃった？くそザコ君の癖に♡
　アンタは無様に負けるのがお似合いなの♡』","<Yuuka>
""Ahaha♡ Aren't you getting a bit conceited when you
 managed to beat me once when I couldn't use skills?
 Miserable losses fit weak-ass losers like you♡"""
"<優香>
『アンタじゃ私に勝てないってこと…
　この試合でたっぷり教えてあげる♡
　覚悟しなさいよね♡』","<Yuuka>
""I'll show how you have no chance against me with this
 fight♡ Get ready♡"""
"<優香>
『うぐ…………そ、そんな…………
　スキルが使えても勝てない、なんて…………』","<Yuuka>
""Ugh... I-It can't be... I couldn't win even with
 skills..."""
"<優香>
『はいはい、そうですね。
　はぁ、ほんと、ムカつく…………』","<Yuuka>
""Yeah, yeah, you did... Sigh... This is pissing me
 off..."""
"<優香>
『ぐ、いや、こんな、観客の前で……！
　んっ♡んんっ♡…………！！！』","<Yuuka>
""Ugh... No... Not in front of the audience...
 Nngh♡ Nnnnh♡"""
"<優香>
『こんな、…………うぅぅ…………』","<Yuuka>
""Why... Uuuh..."""
"<六花>
『ふふ♡貴方の方から指名してくれるなんて嬉しいです。
　また、私のお口おまんこで虐めてあげますね？
　貴方のマゾおちんちん…♡』","<Rikka>
""Ehehe♡ I'm happy that you nominated me for another
 match. I'll toy you with my mouth pussy again♡
 Toy with your masochist penis...♡"""
"貴方を見た六花はにこりと笑顔を浮かべると、
口を開いて舌を動かし、以前の凌辱を貴方に想起させる。","Rikka smiled when she saw you. Then she opened her
mouth and moved her tongue around, making you recall
the blowjob from last time."
"<アル>
『むー！今回は\n[1]も負けないからね！
　手加減なしでGoGoだよ！』","<Al>
""Mmmh! \n[1] won't lose this time!
 Don't hold back and beat her up!"""
"ぐっと握りこぶしを作ってそう激励するアルに、
貴方は頷いた。","You nodded to Al when she cheered you on with her hand
raised in a fist."
"<六花>
『今回は負けない、ですか？
　ふふ♡いいえ、今回も貴方の負けです……♡』","<Rikka>
""Oh, you won't lose this time? Ehehe♡ No, this match
 will end in your loss again♡"""
"<六花>
『貴方は私に負けて喜ぶマゾ…♡
　自分よりも小さな女の子に負けて喜ぶ変態さん……♡
　それをまた、じっくり思い出させてあげますね♡ちゅっ♡』","<Rikka>
""You're a masochist who loves to lose against me♡
 A pervert who loves losing to small girls♡
 Let me remind you of that fact again♡ Smooch♡"""
"六花は初めて会った時よりも自信が付いたような表情で、
艶っぽく自身の唇をなぞり、投げキッスをする。","Looking much more confident than last time, Rikka
seductively traced a finger across her lips and blew
a kiss at you. "
"その見た目とアンバランスな色気のあるしぐさに、
胸をドキリとさせながらも、貴方は剣を構えた。","You couldn't help your heart skipping a beat when she
acted so sexily, and it was a mismatch with her young
looks, but then you took out your sword and faced her."
"<六花>
『今回も投げキッスでへろへろにして、
　最後はお口おまんこで吸い出してあげます♡』","<Rikka>
""First, I'll make you weak with blown kisses, and then
 finish you off with my mouth pussy♡ I'll do it just
 like last time♡"""
"<六花>
『対策はしてきましたか？
　もっとも、そんなことをしても無駄ですけどね♡
　貴方のおちんちんは、よーく覚えてるはずです…♡』","<Rikka>
""You might have come up with some countermeasures,
 but they will prove useless♡ I'm sure your penis
 still remembers...♡"""
"<六花>
『私に試合で負けて、
　お口にレベルを吸い出される気持ちよさを♡』","<Rikka>
""It should remember how amazing it felt to lose and
 get level drained by my mouth♡"""
"そう言って微笑む彼女に向かって、
貴方は思考にかかった靄を振り払うように突進した。","When Rikka finished saying that with a smile, you
charged her to clear the haze covering your mind."
"<恭子>
『うふふ♡
　まさかあの条件で、
　本当に指名してくるとは思いませんでしたわ♡』","<Kyouko>
""Ohoho♡ I didn't expect you actually to nominate
 me to a match under these conditions♡"""
"貴方と向かい合った恭子は、
くすくすと笑みを漏らしながら貴方にそう声をかける。","Kyouko laughed and called out to you when you entered
the arena."
"<恭子>
『私に勝てても貴方に得はないのに、
　私が勝ったら貴方は破滅♡お馬鹿さんなのかしら♡』","<Kyouko>
""You have nothing to gain even if you win, whereas
 losing will lead to your ruin♡ I wonder if you're
 stupid?"""
"<アル>
『誰かのために、頑張れる………
　そんな\n[1]が、
　貴方なんかに負けるはずがないんだからね！』","<Al>
""\n[1], is working hard to save that girl...
 He won't lose to the likes of you!"""
"珍しく敵意を顕にして恭子を睨みつけるアルに、
貴方は頷き、恭子に向かって剣を構えた。","You nodded to Al and took out your sword when she
glared at Kyouko with open hostility."
"<恭子>
『自分の損得だけで動くお前にはわからない？
　ええ、ごもっとも。さっぱり理解できませんわね♡』","<Kyouko>
""Oh? I can't understand it since I only think of my
 profits and losses? Yes, you're right. I can't
 understand you at all♡"""
"<恭子>
『私に分かっていることはただ一つ。
　試合が終わるころには、哀れな奴隷が1人増えていること♡
　それだけですわ♡』","<Kyouko>
""I understand just one thing. Once this match is over,
 I have one more pathetic slave to serve me♡
 That's all♡"""
"余裕の笑みのまま、
恭子は貴方を品定めする様に見つめて宣言する。","Kyouko declared that with a contended smile while
looking at you like an item."
"<恭子>
『貴方が助けたいと願った六花も、
　この試合を観客席から見ていますの♡』","<Kyouko>
""Rikka, who you wish to save, is also watching this
 match in the audience♡"""
"<恭子>
『せいぜい彼女の前で恥ずかしい姿をさらさないよう、
　気を付けたほうがいいですわよ？
　無駄だとは思いますけれど♡』","<Kyouko>
""You should be careful not to expose anything shameless
 here before her♡ Although, I believe that to be an
 impossible task♡"""
"<恭子>
『私、殿方には負けたことありませんの♡
　貴方もすぐに屈服させて、
　身も心も私色に染めて差し上げますわ♡』","<Kyouko>
""After all, I've never lost to a man♡ You'll be
 another one to quickly submit as I dye your mind
 and body to my colors♡"""
"恭子を犯さない","Spare Kyouko"
"恭子を犯す","Violate Kyouko"
"『ぐ…………どこまでも正義漢ぶって………
　本当に腹立たしい男ですわね…………』","<Kyouko>
""Ugh... You would behave like justice is on your side
 even in such a situation... You're such an irritating
 man..."""
"貴方の態度を見て、
恭子は倒れたまま顔を歪ませてそう吐き捨てる。","Kyouko spat that at your face while her own was
twisting in frustration."
"<アル>
『違うよ、\n[1]は正義に酔ってるそんな人じゃない。
　こんなところで無理やり犯すなんて嫌だ、
　ただ、そう思ってるだけだよ。』","<Al>
""That's not it. \n[1] isn't overly
 righteous. He just doesn't like violating girls
 with force."""
"<アル>
『そうだよね、\n[1]?』","<Al>
""Isn't that right, \n[1]?"""
"<アル>
『うん♪えへへ、以心伝心！
　\n[1]が優しいってこと、
　ちゃんと私は分かってるからね♪』","<Al>
""Yeah♪ Ehehe, I'm glad we're on the same wavelength!
 I've understood how you're a gentleman♪"""
"<アル>
『あれ？ええー？ち、違うの？
　…………んんっ、違っても、そういうことなの！』","<Al>
""Eh? Um? It's not right? Mmmm... Well, even if it's
 not true, that's just how it is, wicked woman!"""
"アルは顔を赤くしながらそう言い切った。","Al declared that with a slight blush on her face."
"とにかく、契約通り六花を奴隷から解放するように、
貴方はそう恭子に促した。","As the first thing, you demanded Kyouko to release
Rikka, as she had promised."
"<恭子>
『ふん、分かっていますわ。
　もう六花を縛る契約は貴方に負けたことで、
　消えているはずですわよ。』","<Kyouko>
""Hmph. The contract binding Rikka should already be
 gone by the point I lost to you."""
"<恭子>
『はぁ…………』","<Kyouko>
""Sigh..."""
"恭子は落ち込んだようにため息を漏らす。","Kyouko sighed and looked down."
"<アル>
『よかった！これで、
　あの子はもう苦しまなくて済むんだね♪
 ありがとう、\n[1]♪』","<Al>
""Yay! Now that girl doesn't need to suffer anymore♪
 Thank you, \n[1]♪"""
"嬉しそうに笑顔をこぼし、お礼を告げるアルに貴方は頷く。","You nodded to Al when she thanked you with a wide
smile."
"<恭子>
『なぶり甲斐のある奴隷でしたのに……
　まったく、災難ですわ…………』","<Kyouko>
""She was such a good slave to play with...
 This truly is the worst..."""
"そんな危ない愚痴をこぼす恭子に、
この女性を放っておいて大丈夫かと不安になりながら、
貴方は背を向けて控室に戻っていった。","You left the arena. Although, you felt slightly uneasy
about leaving Kyouko alone when she was muttering some 
dangerous-sounding things."
"本当に恭子を犯しますか？
【注意:取り返しはつきません】","Will you really violate Kyouko?
【Warning: This decision is irreversible.】"
"<恭子>
『く……私がこんな辱めを……！
　うぅ………や、やめなさ…………』","<Kyouko>
""Ugh... I won't stand this humiliation... Uuh...
 S-Stop...!"""
"<恭子>
『あぁぁ♡うっ、や…………やめっ♡
　い、イく、イっちゃうからぁぁぁ♡』","<Kyouko>
""Aaaah♡ Uh... N-No♡ I-I'm going to cum♡ Aaaaaaaah♡"""
"貴方は恭子を犯した。","You violated Kyouko and drained her levels."
"<恭子>
『うぅ…………あぅ…………』","<Kyouko>
""Uuh... Auh..."""
"貴方は屈辱に涙を流す恭子に背を向け、
会場を後にした。","As Kyouko shed tears from humiliation on the ground,
you turned your back to her and left the arena."
"<恭子>
『うふふ♡
　アリサから聞いていますわ。
　昨夜はさぞお楽しみだったのでしょうね♡』","<Kyouko>
""Ohoho♡ From what I heard from Arisa, you seemed to
 enjoy the last night quite a lot♡"""
"<恭子>
『もう、女のおっぱいを想像するだけで、
　ギンギンに大きくなってしまうんじゃないですの？
　貴方の負けは決まりですわね♡』","<Kyouko>
""Now the mere sight of breasts should give you a
 painfully hard erection♡ Your loss is as good
 as decided♡"""
"<恭子>
『後はせいぜい、
　できるだけ無様に負けてくださいな♡
　私に逆らった者の末路の見せしめにしてあげますわ♡』","<Kyouko>
""All you can do is lose with the most miserable
 pleasure face♡ I will make you an example of
 what happens to those who oppose me♡"""
"<アル>
『うー…あんな卑怯な手を使う貴方なんかに、
　\n[1]は負けないもん…！
　かなりつらい戦いになるだろうけど…諦めちゃダメだよ！』","<Al>
""Uuh... \n[1], won't lose to someone who
 uses such lowly tricks! It might be a tough fight,
 but don't give up, \n[1]!"""
"アルのその激励に貴方は頷く。
こぼれそうなほど豊満な乳房を持つ恭子を前にするだけで、
痛いほど肉棒は勃起してしまいつつも、
貴方は剣を構えて彼女を睨みつけた。","You nodded to Al when she cheered you on. Just facing
Kyouko and her massive breasts made your pants feel
painfully tight, but you managed to raise your sword
and glare at her."
"<恭子>
『そんな顔をしても無駄ですのよ♡
　ほら、おっぱいを軽く揺らしてあげるだけで…
　情けなく目で追ってしまいますわよね♡』","<Kyouko>
""It's pointless to glare at me♡ Have a look at these♡
 I simply need to shake my breasts... And your eyes
 miserably chase after them♡"""
"<恭子>
『貴方はすでにおっぱいに逆らえない身体…
　観客の前で嫐ってあげますから、
　みっともない声で鳴くんですのよ♡』","<Kyouko>
""Your body is unable to resist my breasts right now♡
 I'll toy you with them before the audience, so let out
 your loud and miserable moans as I do♡"""
"貴方はついつい彼女の胸を折ってしまう視線を戻すように、
頭を振りかぶって彼女に剣を向け続ける。
この調子じゃ長期戦は絶対に無理だ、
短期決戦で決めようと意気込んだ。","You slapped your cheeks to tear your gaze from Kyouko's
breasts and held up your sword at her once more. A long
fight would be disadvantageous for you, so you decided
to try to finish the match quickly."
"<恭子>
『さ、そろそろ始めましょうか。
　もはや勝負とは呼べない一方的なショー…♡
　観客の皆さんに楽しんでもらいましょう？♡』","<Kyouko>
""Now then, shall we begin? Our one-sided show that
 can't be called a fight♡ Let's give the audience
 a good time♡"""
"<恭子>
『ぐ…………そ、そんな馬鹿な…！
　アリサ…聞いていた話と違いますわよ…！』","<Kyouko>
""Ugh... I-Impossible...! Arisa... This isn't what you
 reported...!"""
"恭子は信じられないという顔で、
そう苦々しく吐き捨てる。","Kyouko grunted out her words as she was shocked by the
match's outcome."
"<アル>
『か、勝った！
　凄いよ\n[1]！
　えへへ♪信じてたよー♪』","<Al>
""W-We won! You're amazing, \n[1]! Ehehe♪
 I never doubted you couldn't do it♪"""
"アルは嬉しそうに貴方の周りを飛び回っている。
自分でも無我夢中で、
倒れた彼女の姿を見降ろし、ようやく実感がわいてくる。","Al flew circles around you in joy. Your mind was still
in the state of battle, so she finally made you realize
you had won as you looked at the fallen Kyouko."
"<アル>
『よかった！これで、
　あの子はもう苦しまなくて済むんだね♪
 　ありがとう、\n[1]♪』","<Al>
""Yay! Now that girl doesn't need to suffer anymore♪
 She's a slave no longer♪ Thank you, \n[1]♪"""
"<恭子>
『アリサ……失敗するならともかく、
　成功してもこうなるだなんて…………
　ただじゃおきませんわよ…！』","<Kyouko>
""I might have accepted this if Arisa had failed...
 But she didn't... I won't forget this!"""
"<恭子>
『そんなに私の身体は魅力的でして？
　でも残念ですわね♡奴隷になるのは貴方の方ですわ♡』","<Kyouko>
""Do you simply find my body that charming? But it's
 regrettable that you can't obtain it because you're
 the one who's going to end up as a slave♡"""
"恭子は挑発的な視線を貴方に投げかけ、そう宣言した。","Kyouko sent a provocative gaze your way as she said
that."
"<恭子>
『ふふ♡貴方の方も自信があるようですわね♡
　では、この試合で思知らせてあげますわ♡』","<Kyouko>
""Ahaha♡ It seems like you're confident in your
 skills♡ Well then, allow me to show and prove
 it to you with this match..."""
"<恭子>
『男と女、どちらのほうが強いのか、
　じっくりその身体に教えて差し上げますから♡』","<Kyouko>
""Who's stronger between men and women♡ I'll take my
 time to show it to you through your body♡"""
"<恭子>
『犯したいと願った女の肢体に屈服して、
　逆に犯される快楽に溺れてしまいなさい♡』","<Kyouko>
""Lose your head to the pleasure as the woman who you
 wish to violate violates you in return♡"""
"『ぐ………こんな男に、負けるなんて…』","""Ugh... How could I lose to such a man..."""
"貴方は倒れ伏すそんな倒れ伏す彼女に覆いかぶさった。","You got on top of her as she laid on the ground."
"<恭子>
『うぐ、こんなの何かの間違いで……
　んっ♡い、いや、奴隷なんて♡んんっ♡んっ♡』","<Kyouko>
""Ugh... This can't be true... Nnnh♡ N-No♡
 I... I won't become your slave♡ Nnnh♡ Nnnh♡"""
"<恭子>
『い、や、ですのに……もうっ♡だめっ♡
　イく、い、いやぁぁぁぁ♡ぁぁぁ♡』","<Kyouko>
""No... I'm already... Please stop... I'm...
 I'm Cumming♡ Aaaaaaaaah♡"""
"これでこの身体を今後自由にできる、
貴方はそんな征服感を噛みしめながら会場を後にした。","You left the arena while savoring the sensation of
making Kyouko's voluptuous body yours and how you
could use her whenever you like from now on."
"EV010",""
