"EV001",""
"<アリサ>
『まだまだ弱点♡
　おっぱいで重ね掛けしてあげますからねー♡
　ほら、パイズリ再開♡むにゅむにゅ♡』","<Arisa>
""I'll give you even more debuff stacks and make you
 even weaker against boobs♡ Here's another boobjob♡"""
"アリサは容赦なくパイズリを続ける。
弱点を重ねが消された肉棒は、
イったばかりでもおちつくどころか、
乳房の感触に腰が震えてしまう。","Arisa began another boobjob without holding anything
back. Because of the weakness stacks, your hips began
instantly quivering when she rubbed her breasts on your
penis, even when you just orgasmed."
"<アリサ>
『イけばイくほど気持ちよくなるパイズリ天国♡
　限界まで重ね掛けしてあげるから、
　しっかり味わってくださーい♡むにゅむにゅ♡』","<Arisa>
""This is a boobjob heaven that feels better the more
 you cum♡ I'll milk your dick until we hit the
 debuff limit, so enjoy it to your heart's content♡"""
"アリサはくすくすと笑いながらパイズリを続ける。
そんな彼女に怒りを覚えても、
快楽を我慢できず、すぐに肉棒に精液がのぼってくる。","Arisa continued giving you a boobjob with a grin and
a giggle. The attitude she gave you made you furious,
but you couldn't resist the pleasures of her breasts
and reached the edge of orgasm again."
"<アリサ>
『あは♡
　もしかしてもうイきそうなんですか？
　ま、2回も重ね掛けされちゃいましたもんね♡』","<Arisa>
""Ahaha♡ Are you about to cum already?
 Well, that's a double-stacked weakness for you♡"""
"<アリサ>
『もうすっかり弱マゾちんぽ♡
　ほらほらぁ♡またおっぱいに負けろ♡
　さらにおっぱいに弱くなれ♡むにゅむにゅ♡』","<Arisa>
""You're already super weak and a total masochist when
 it comes to boobs♡ Now♡ Lose to mine and become
 even weaker against them♡"""
"<アリサ>
『まだまだ♪
　もっと弱くしてあげますからね♡
　パイズリむにゅむにゅ♡』","<Arisa>
""We're not finished♪ I'll make you even weaker with
 another boobjob♡"""
"………………………………","......"
"そうして、貴方は何度もアリサにイかされる。
最後には挟まれただけでイくようになってしまい、
無様に谷間に精を放ち続けてしまう。","And so, Arisa made you cum countless times with her
breasts. At the very end, she could make you cum just
by holding your penis between her breasts and make
you miserably spout semen in an endless flow."
"<アリサ>
『んっ♡これでよしっと♡
　時間経過で多少は効きが悪くなると思うけど…』","<Arisa>
""Mmh♡ And that's the max stacks♡ While they will
 slowly wear off with time..."""
"<アリサ>
『これだけ重ね掛けすれば、
　明日の試合のころにはまだしっかり残ってるでしょ♡
　それじゃ、明日は頑張ってね♡\n[1]さん♡』","<Arisa>
""You'll still have more than enough stacks remaining 
 when you fight Kyouko tomorrow♡ Try your best not
 to blow your load at the mere sight of her boobs♡"""
"そんなアリサの声を聴きながら、
貴方は気絶する様にそのまま眠ってしまった……","As you listened to Arisa's last word, you passed out
on the bed."
"<アル>
『お、おはよう……
　\n[1]、昨日は大変だったね…
　その、大丈夫…？』","<Al>
""G-Good morning... \n[1]...  Um, are you
 alright after what happened last night?"""
"目を覚ますと、
アルが心配そうに貴方の顔を覗き込む。
そんな彼女の乳房を見て、
肉棒は痛いほどギンギンに勃起してしまう。","You found Al looking at you in worry when you woke up.
Just as your eyes landed on her small but voluptuous
breasts, your penis instantly shot up in a painfully
hard boner."
"どうやら昨日つけられた弱点は、
まだしっかり残っているようだ……
貴方は気まずそうにアルから目をそらした。","You awkwardly averted your gaze from Al as you still
felt the effects of the weakness debuff."
"<アル>
『う～…！
　大変だけど、約束は今日だもんね…
　応援しかできないのが悔しいよ…』","<Al>
""Uuuh! It isn't looking good, but we can't postpone the
 match... It's frustrating that I can't do anything
 else than cheer for you..."""
"アルは目を伏せて、貴方にそう声をかける。
そんなアルに、貴方は頑張って勝つ、
とそうから元気を見せることしかできなかった。","Al looked down as she said that. All you could do was
energetically tell her that you were going to win the
match to cheer her up."
"<アル>
『…そう、だよね。
　負けるって決まったわけじゃないよね…
　それじゃあ、うん！がんばろ！\n[1]！！』","<Al>
""...Yes, you're right. It's not like it's decided
 that you will lose... Yeah! Do your best!
 \n[1]!"""
"<アル>
『私、負けるなー！って応援してるね！』","<Al>
""I'll cheer for you and tell you not to give up!"""
"アルもグッと握りこぶしを作ってそう言う。
そんなアルに貴方は頷き、
必ず勝って見せるとそう自分に言い聞かせた。","Al said that while gripping her fist. You gave her a
nod and said that you will win again to pump up
yourself too."
"貴方は嫌な予感に従い、アリサを振りほどいた。","You followed what your bad premonition told you and
pushed Arisa off."
"<アリサ>
『きゃっ……！
　ど、どうしたんですか？
　実演してあげようとしただけですよ……？』","<Arisa>
""Kyah...! W-What's wrong? I was just going to help you
 practice fighting against Kyouko's boobjob..."""
"アリサはそんな貴方を驚きの視線で見つめながら、
そう言葉を漏らす。
そんな彼女に、実演はしなくて大丈夫、
と貴方は返事した。","Arisa said that as she watched you in surprise.
You told her back that you were fine without practice."
"<アル>
『うんうん♪
　わざわざ実演までしてもらう必要はないもんね！
　相手の攻撃手段とかもわかったし！』","<Al>
""Yes♪ There's no need for such practice! It's more
 than enough when we know how she attacks!"""
"アルのいう通りだ。それに、
むしろここで流されてしまえば不利になるかもしれない…
貴方はその判断から、アリサにアドバイスは十分だと告げる。","You agreed with Al. Besides, you might end up tired if
you get carried away. And so, you explained to Arisa
that her advice was more than enough."
"<アリサ>
『……そうですか、分かりました。
　それでは明日の試合、応援してますね？』","<Arisa>
""...Is that so? I understand. Then, I'll come to cheer
 for you in tomorrow's match."""
"アリサは残念そうにしながらも、
貴方の意思を変えるのは難しいと感じたのか、
しぶしぶとそう言いながら部屋を出ていった。","Arisa must have realized it would be difficult to
change your mind, so she left the room while looking
slightly disappointed."
"<アル>
『…なんか、ちょっと怪しかったよね？
　とにかく、\n[1]が冷静な判断できてよかったよ！
　この調子で明日も頑張ろうね！』","<Al>
""...That was kind of suspicious. At any rate, I'm glad
 you could make a calm judgement in such a situation!
 Let's keep our calm tomorrow too!"""
"ぐっと握りこぶしを作りながらそう言うアルに、
貴方は頷き、今日はもう休むことにした。","When Al said that while clenching her fist, you nodded
to her and went to bed."
"<アル>
『おはよ♪いよいよ本番だね！
　昨日はしっかり寝られた？』","<Al>
""Good morning, \n[1]♪ It's finally the time!
 Did you sleep well?"""
"<アル>
『ん♪それならよかった！
　今日の試合、頑張ろうね♪』","<Al>
""Mmh♪ That's good to hear! Let's go all out on today's
 match♪"""
"<アル>
『緊張しちゃったのかな？
　大丈夫、\n[1]ならきっと勝てるよ！！頑張ろ♪』","<Al>
""Were you too nervous to sleep? Don't worry, I'm sure
 you can win! Then, let's go♪"""
"アリサ",""
"EV022",""
