"EV001",""
"『それじゃ、サービスはここでおしまい。
　もっと食べたくなっちゃったのなら、
　ちゃんと料金を払って注文してね♡』","""Then that's the end of extra service. If you want 
 to eat more, then make sure to properly order and
 pay for it♡"""
"『あら、そうなの。
　分かったわ、無理には聞かない。
　でも話したくなったらいつでも話して頂戴ね。』","""Oh... Okay. I won't ask anymore, but if you need
 someone to talk to, I'm always here."""
"『また今日も随分落ち込んでるわね。
　ほら、これお水。
　ゆっくりでもいいから話してみなさい。』","""You're looking pretty down again. Here's some water.
 You can take your time, but why don't you tell me
 what happened?"""
"『そう……
　本来なら勝てるはずの相手に、
　以前自分が負けた戦法を真似されて、
　そのまま負けちゃった、と…………』","""I see... You faced an opponent who you should have
 been able to defeat, but you ended losing because
 she copied the strategy that you lost your last
 fight to..."""
"『コロシアムは公開されてるんだもの。
　当然そういうことは起こりうるわよね……
　まぁ、相手の作戦勝ち、といったところかしら。』","""The Colosseum is open to the public, so it's possible
 for that kind of thing to happen... It was the winning
 strategy as one might say."""
"女性はほうっとため息をつき、
そう言葉を続けた。","The owner sighed deeply and then continued..."
"『確かに悔しいでしょうけど、
　そこでむきになっちゃダメよ？
　落ち着いて戦えば貴方の方が強い……
　それなら冷静になるべきだもの。』","""You might feel mortified from the loss, but you
 shouldn't let it keep you down. If you're stronger
 while fighting calmly, then you should seek to
 calm down."""
"『…なんて、戦わない私が言ってもお節介よね。
　ごめんなさい。気を悪くされたのなら謝るわ。』","""...But I don't fight, so I can't really say what to
 do. Sorry if I offended you."""
"大丈夫","It's okay"
"余計なおせっかいだ","It's none of your business"
"『そう言ってもらえると助かるわね。
　……悔しいって気持ちは、
　原動力として悪くはないと思うわ。』","""I'm glad that I didn't make you feel offended...
 I think that feeling of frustration isn't a bad
 driving force to improve."""
"『焦らず、落ち着いて、
　地道に強くなって相手の子を見返しましょうね。
　貴方ならそれができるって私は信じてる。』","""Keep calm and down rush. Grow steadily stronger
 and you can get back at your opponent. I believe
 that you can achieve that."""
"『はい、これはそのためのせんべつ。
　今日は久々におでんを作ってみたの。
　その中でも自信作の大根よ。ぜひ食べてみて頂戴♡』","""Here's a gift for your training montage. I tried
 making oden after a long time, and this daikon
 turned out especially well. Please eat it up♡"""
"女性は貴方の目の前に、
ゆげをたてている小皿をだす。
出汁がしみこんだ美味しそうな大根だ。","The owner set a small steaming plate in front of you.
On it was a delicious-looking piece of daikon that
was oozing in dashi soup stock."
"<アル>
『んー♪良い香り！
　美味しそうだね♪遠慮なく食べちゃおー♡』","<Al>
""Mmmh♪ It smells so good! \n[1], we should
 eat it♡"""
"そう言うアルに貴方は頷き、
アル様に小さく分けると大根を口へと運んだ。","You nodded to Al. After dividing a small portion
for her, you stuck your own piece in your mouth."
"ほろほろと柔らかい大根には、
うまみがつまった出汁がしみこんでおり、
その熱々さがまた食欲を掻き立てる。","The soft daikon exploded in umami-packed dashi as it
broke apart in your mouth. Just the single piece
worked to arouse your hunger."
"<アル>
『おいしー♡
　この大根、すっごく美味しいね！』","<Al>
""Delicious♡ This daikon tastes so good!"""
"貴方は大根にはしを付け、口へと運ぶ。","You picked the daikon with chopsticks and put it in
your mouth."
"『お粗末さまでした。
　貴方のように美味しそうに食べてもらえると、
　私も作り甲斐があるというものね。』","""Thanks for eating. It was worthwhile to make when you
 gobbled it up with such gusto."""
"『おでんの具はまだまだあるわよ？
　おでんはあまりつくらない料理だから、
　今日のうちにぜひいろんなものを頼んでいって♡
　もちろん、有料だけれどね♡』","""I don't often make oden, so you should order other
 oden dishes while I still have ingredients left♡
 Naturally, you'll have to pay for anything you order,
 though♡"""
"女性は食べ終えた貴方にそう声をかけると、
くすりと小さく笑う。","After you had finished eating, the owner said that and
giggled."
"<アル>
『他の具もきっとおいしいよ！
　い、今を逃したら食べられないなら……
　\n[1]、全種類たのも！！』","<Al>
""The other dishes are surely going to taste just as
 good! Today's our only chance to try them too!
 \n[1], we should order a full variety!"""
"アルは舌なめずりをしながらそう言った。
……確かに、この美味しさなら他のものも食べたくなる。","Al said that while licking her lips. You also felt like
trying the other dishes after getting a taste of the
daikon."
"……確かに、
この美味しさなら他の具も食べたくなってくる。","You certainly felt like trying the other dishes after
getting a taste of the daikon."
"『悪かったってば。
　ほら、これ食べて機嫌を直して頂戴。
　私の自信作…おでんの大根よ。』","""I'm sorry. You can eat this, so cheer up. It's
 my piece of art: Daikon prepared in oden soup."""
"そう言って女性は貴方の目の前に小皿を置く。
温かそうな大根からは湯気がのぼっていた。","After saying that, the owner placed a small plate in
front of you. On it was piece of daikon that was
steaming hot."
"『あまりおでんって作らないのだけど…
　結構美味しくできたと思うわ。
　遠慮せず、パクっと食べてみて。』","""I don't make oden often, but this one turned out
 especially well. Go ahead and try eating it."""
"『あ、見た目通り結構熱いから、
　やけどしないように気を付けてね。
　ちゃんとふぅふぅして、冷ましてから口に入れること。』","""Ah, but it's pretty hot, so be careful not to burn
 yourself. Make sure to blow on it first."""
"<アル>
『わー……良い香り♪
　ね、\n[1]、負けちゃってイライラするのも分かるけど、
　気分転換も大事だよね？パクっと食べちゃお♡』","<Al>
""Woah... It smells so good♪ Hey, \n[1],
 I get that you're feeling annoyed from losing, but
 it's important to chance the mood! Let's eat up♡"""
"そうアルに促されるまま、
貴方は大根を冷ましながら口に入れた。","You blew on the daikon and put it in your mouth when
Al urged you to eat it."
"そう彼女に促されるまま、
貴方は大根を冷ましながら口に入れた。","You blew on the daikon and put it in your mouth when
owner urged you to eat it."
"『お粗末さまでした。
　どう？結構イケるでしょ。
　我ながら美味しくできたと思ってるのよね。』","""Well? It's pretty good, right? I think it's one of my
 better dishes."""
"小さく微笑みながら貴方を見つめる女性に、
貴方は毒気を抜かれて先の言葉を謝罪した。","When the owner looked at you with a gentle smile,
you apologized to her for your earlier outbreak."
"『ううん、気にしないで。
　ほんとにお節介だった思うし。
　私ってついつい余計なことまで言っちゃうのよね。』","""No, don't worry about it. I ended overstepping my
 boundary like I sometimes do."""
"『そのたびにこうして、
　自慢の料理でお客さんのご機嫌を取ってたってわけ。
　けっこう酒場の女将に似合ってると思わない？』","""That's when I treat a customer with one my prided
 dishes to put them back in good mood. Don't you
 think that's quite fitting for a owner of a bar?"""
"そう告げる女性に、
貴方は返す言葉に困ってしまう。
料理上手な点は女将に似合ってると思うが………","When the owner said that, you were troubled on what
to say back. You found it fitting for a woman who's
skilled in cooking, but..."
"『あ、その顔は何か言いたいことあるって顔ね。
　ふーんだ。私だって、
　お節介な性格を直さなきゃって思ってますよーだ。』","""Ah, your face tells that you want to say something.
 You're thinking that I should fix my meddlesome
 personality first or something, right?"""
"女性は貴方の反応に、
唇を尖らせて子供っぽく拗ねる。
そんな可愛らしい反応に貴方は思わず笑ってしまう。","The owner childishly pouted her lips when she saw your
reaction. You couldn't help laughing at her adorable
action."
"『あ、笑うなんてひどい。
　そんな酷いお客さんには、
　これからは料理なんてだしてあげないわよ。』","""Ah, how could you laugh. I'm not going to prepare
 any food for such a horrible customer again."""
"唇を尖らせたままそういう女性に、
貴方は苦笑しながら謝罪を告げた。","When the owner said that while still pouting her lips,
you apologized in wry smile."
"『……ふふ♡
　そうね～、おでんの具は他にもあるし…
　たくさん注文してくれるなら許してあげよっかな♡』","""...Ahaha♡ Let's see... I've still got other oden
 dishes... So if you order a lot of them, perhaps
 I'll forgive you♡"""
"<アル>
『ろ、露骨な商売魂……
　でも大根、おいしそうだったよね。
　せっかくなら他の具も食べていこうよ♪』","<Al>
""S-She's got a such a shrewd merchant's spirit...
 But the daikon looked really good, so why don't
 we eat the other dishes too♪"""
"貴方はそういうアルに頷いた。
他の具も頼んでみてもいいかもしれない。","You nodded to Al. It might not be bad idea to order
the other dishes."
"貴方はそう露骨に商売に結びつける女性に苦笑する。
だが、確かにおでんの味は良く、
他の具も頼んでみてもいいかもしれない。","You smiled wryly when the owner revealed her shrewd
merchant side. However, the daikon tastes good, so
it might not be bad idea to order the other dishes."
"『あら、そうなの。
　分かったわ。
　話したくなったらいつでも遠慮しないでね。』","""Oh... Okay. But if you want to talk, I'm always here."""
"『真剣な顔してる。
　ここ一番って勝負の時の男の顔ね。
　近々、何かあるの？』","""You're making a serious face like a man before
 a crucial fight. Did something happen?"""
"貴方の目の前にお水が入ったコップを出しながら、
女性はそう貴方に尋ねた。
そんな女性に貴方は六花のこと、
そのご主人様と戦うことを話した。","When the owner said that and placed a cup of water in
front of you, you told her about Rikka and how you're
fighting her master."
"『負けちゃったら奴隷に……
　それは、確かに真剣な表情にもなるわ……
　よくあまり関係のない少女のために、
　そんな条件で決闘を申し込んだわね。』","""Losing will make you a slave... That explains your
 serious face. It's unexpected that you would fight
 for a girl you just met under those conditions."""
"『その判断はすごく甘くて、もしかしたら他の人に、
　ヒーロー願望と揶揄されるかもしれないことよ。』","""Your decision naive. Other people might make fun of
 you for playing a hero as well."""
"貴方の話を聞いて、
女性はほうっとため息をつきながらそう告げる。","The owner said that with a deep sigh after she heard
your story."
"『…でも、
　その子にとって救いとなるのは貴方しかいない。
　貴方が勝てば、その子にとっての救いとなるのは事実。』","""...However, you might be the only one to save that
 girl. If you can win, she'll be free without a doubt."""
"『うん、かっこいいじゃない。
　私は応援するわよ。
　今日は私の料理でいっぱい気力をつけてちょうだいね。』","""Yes, it'll be cool if you can pull it off. You have my
 support. Make sure to eat lots of my dishes today so
 that you can fight at full strength."""
"女性はニコリと笑顔で貴方をそう応援する。
そんな彼女に貴方はありがとうと告げた。","You thanked the owner when she supported your decision
with a smile."
"<アル>
『えへへー♪
　応援してくれる人がいるのは嬉しいよね！
　負けないように頑張ろう！』","<Al>
""Ehehe♪ It's great knowing that there are people to
 support you, right? Let's do our everything to win!"""
"そう言うアルに貴方は頷き、
改めて恭子との試合に気合を入れる。","You nodded to Al and prepared your mind to face Kyouko
once more."
"『そうそう、料理と言えば。
　貴方が奴隷になっちゃうと、
　常連さんが一人減っちゃうってことになるのよね。』","""Yes, speaking of cooking, I would lose one of my
 regulars if you became a slave."""
"『…………負けたら売り上げに響くわね。
　うん、貴方には絶対に勝ってもらわないと。
　頑張ってね、ほんとに応援してる。』","""...The loss would affect my sales too. Yes, I need to
 have you win by all means. Please do your best.
 I'll seriously cheer you on."""
"女性は思い出したようにそうつぶやくと、
貴方を改めてそう応援する。
そんな女性の商魂たくましい姿に苦笑してしまう。","The owner muttered as if realizing the importance of
the situation, and then cheered you on once more.
You couldn't help smiling wryly at her business spirit."
"『あら、笑い事じゃないわよ。
　貴方だってもう私の料理が食べられなくなるなんて、
　そんなの嫌でしょ？』","""Hey, this isn't a laughing matter. You don't want to
 lose the option to eat my cooking ever again either,
 right?"""
"確かに嫌だ","Yes, you're right"
"それは別に大丈夫","I don't really mind that"
"『うん、そうよね。
　ふふ♡嬉しいこと言ってくれるじゃない。
　そんなこと言ってくれるなら、
　こんな風に一品サービスしちゃおうかな♡』","""Ehehe♡ I'm glad to hear that you find my cooking 
 important. I'll give you an extra dish as service♡"""
"そう言いながら女性は貴方の前に小皿を置く。","The owner placed a small bowl in front of you."
"『はい、牛すじ煮込み。
　これを食べてしっかり活力を付けて、
　次の試合に臨んで頂戴ね。』","""It's beef tendon stew. Eat and gain energy for your
 match."""
"『もちろん、
　サービスだから料金はいらないわ。
　こんな太っ腹な女将、他にはいないわよ？』","""It's extra service, so I won't charge you for it.
 You know, you won't find another restaurant owner as
 large-hearted as me in the city."""
"女性はウインクをしながらそう言う。
自分でそんなことを言う女性に貴方は苦笑しつつ、
感謝を告げながら小皿にはしを付けた。","The owner winked at you after saying that. You couldn't
help to smile wryly when she called herself
large-hearted, but you thanked her and began eating."
"程よく味噌が絡められた牛すじは柔らかく、
まるで口の中で溶けてしまうようだ。
付け合わせの野菜にもうまみが溶け込んでいる。","The beef tendon was perfectly seasoned with miso, and
it was so soft that it nearly melted in your mouth.
The vegetables were also overflowing with umami."
"<アル>
『んー♪美味しい！
　こんなお肉ならいくらでも食べられちゃうね♪』","<Al>
""Mmmh♪ Delicious! I could eat a potful of this♪"""
"アルも貴方と同時に口を付け、
満面の笑みをこぼしている。
確かにそうだとアルに同意しつつ、貴方ははしを進めた。","Al also took a bite, and her face bloomed into a smile.
You shared her impression of the dish while eating the
rest of it."
"『お粗末さまでした。
　お口に合ったようで何よりよ。
　………ほんと、試合頑張ってね。
　その食べっぷりが見れなくなると寂しいもの。』","""I'm glad to see it was to your taste... Please do your
 best in the match. I'll be lonely if I can't see you
 eating my cooking again."""
"くすりと微笑んでそう告げる女性に、
貴方は必ず勝ってまたここに来ると告げた。","When the owner said that with a smile, you declared
that you'll win and then come eat again."
"『ええ、それじゃ、
　腕によりをかけて料理を作っててあげる。
　待っててあげるから、勝ったら絶対よってよね。
　もちろん、賞金を握りしめてね？♡』","""Yes. Then I'll start preparing amazing dishes for you.
 They'll be ready when the match is over, so make sure
 to drop by when you win. And don't forget your pouch
 of prize money either♡"""
"総茶目っ気たっぷりに微笑む女性に、
結局賞金が目当てなのかと貴方はそう苦笑する。","When the owner playfully said that and smiled at you,
you couldn't help smiling wryly once more when she was
aiming for your prize money."
"『いいえ、貴方が来ないと寂しいのは本当。
　でもお金の話はまた別問題よ。
　貴方が来ないと財布が寂しくなるのも本当だから。』","""No, it's true that I'll be lonely if I won't see you
 again. The money talk is different, but my wallet will
 also naturally be lonely if you don't return."""
"『ぜひ勝った後はたくさん料理を頼んで、
　私の財布に貢献して頂戴ね。大切な大切な常連客さん♡』","""Once you've won, please come to eat and contribute
 to my funds♡ My important and precious regular
 customer♡"""
"<アル>
『ふふ♪この人はそういう人だよね。でも、
　いっぱい美味しい料理を食べさせてもらったのも事実だし、
　……また、たくさん頼もうね♪』","<Al>
""Ehehe♪ I guess that's just the way she is. But it's
 true she's made many delicious foods for us...
 That's why let's order a lot when we're done♪"""
"そういうアルに貴方は頷き、
女性に必ず勝った後に寄らせてもらうと告げた。
その時にはたくさん注文する、とも。","You nodded to Al and promised the owner that you would
come after your match and order a victory feast."
"『ええ、楽しみに待ってるわね。
　それじゃ、試合頑張って。
　食べたりないなら追加で注文していいから♡』","""Yes, I'll be waiting. Then do your best in the match.
 If you feeling hungry, you can order something right
 now too♡"""
"そういう女性に貴方は笑い、
必ず勝った後に寄らせてもらうと告げた。
その時にはたくさん注文する、とも。","You smiled at the owner and promised her that you would
come after your match and order a victory feast."
"『あ、ひどい。
　この思いは私の一方通行だったのね。
　そんなお客さんなんて知らないんだから。』","""Ah, how cruel! That means I was the only one happy
 to have you eat my meals... I better forget all about
 such a customer."""
"『あーあ、せっかくこの牛すじ煮込み…
　応援としてサービスしてあげようと思ってたんだけどなー。
　食べたくないって言うなら、別に要らないわよね？』","""Aa-ah, it's regrettable... I even considered serving
 beef tendon stew as an extra service to support you.
 But it's not like you need it since you don't like to
 eat my dishes, right?"""
"女性はわざとらしくそう言いながら、
ことりと貴方の前に小皿を置く。
そこからは甘辛いようないい香りが漂っていた。","The owner purposefully played a victim as she put a
small bowl before you. You caught a sweet and spicy
smell as she did it."
"<アル>
『………じゅるり♪
　ねぇ、早く謝ろうよ！
　そしたら食べさせてもらえるかもしれないよ！』","<Al>
""...Slurp♪ Hey, \n[1]! Hurry and apologize!
 She might still let us eat it if you do!"""
"これまでの料理で胃袋をつかまれたアルが、
貴方にそう促す。
貴方自身も目の前の料理に思わずはしが伸びそうになる。","Al had already lost control of her appetite to all of
the owner's dishes, and she prompted you to apologize.
You also nearly reached for the dish with your
chopsticks unconsciously."
"これまでの料理の味から、
目の前の小皿の中の料理も絶品だろうと予想がつき、
貴方は思わず小皿にはしをのばしてしまいそうになる。","Based on all the owner's dishes you've eaten, you could
expect this dish to be another masterpiece. You nearly
reached for it with your chopsticks unconsciously."
"『だーめ♡
　酷いことを言うお客さんには食べさせてあげない。
　私の料理が食べられなくても別にいいんでしょ？』","""Nope♡. I won't let a customer who says such horrible
 things eat this. It's not like you wanted to eat my
 cooking anyway, right?"""
"寸前で小皿を取り上げた女性は、
にまにまと意地悪気な笑みを浮かべながら、
貴方にそう告げる。","The owner took away the bowl and spoke with a nasty
grin."
"『ふふ♡
　食べたいならちゃんと私の料理が食べたいって、
　そう言ってもらわないと。ほら、どうなの？』","""Ahaha♡ If you want to eat my dishes, then you must
 say it properly♡ So, how will it be?"""
"にまにまと意地悪気な笑みを浮かべたまま、
女性は貴方にそう返事を促す。
そんな彼女に貴方は食べたいとそう告げた。","When the owner prompted you with a nasty grin, you
ended up confessing that you wanted to eat her dishes."
"『はい、よろしい♡
　それじゃ、食べさせてあげる。
　貴方を応援するための料理、召し上がれ。』","""Yes, that's good♡ Then you can eat this. It's a dish
 I made to support you, so eat up♡"""
"貴方の言葉にくすりと破顔させた女性は、
改めて小皿を貴方の前におく。
子供っぽい女性の態度に苦笑しながらも、
貴方はその小皿にはしをつけた。","A wide smile returned to the owner's face with your
answer, and she put the bowl back on the counter.
You couldn't help smiling slightly wryly at her
childish attitude while reaching for the dish."
"<アル>
『わーい♪やっと食べられる！
　ん………もぐ………ごくん………
　んー♪美味しい！！』","<Al>
""Yay♪ We finally get to eat it! Mmmm... Munch...
 Delicious!"""
"『お粗末さまでした。
　ふふ♡ほんと美味しそうに食べてくれるわよね。
　その食べっぷり、見てると嬉しくなるわ。』","""Ahaha♡ Looks like you're really enjoying it♡
 I'm happy to see you eat with such gusto♡"""
"『それがもう見れなくなると少し寂しいかも。
　こうして意地悪したり、
　じゃれあうのも結構気に入ってるしね。』","""I might get lonely if I can't see that again.
 I also like playing around with you like this."""
"貴方の食べっぷりを見ながら、
女性はくすくすと笑ってそう言葉を漏らす。
そんな彼女に貴方は少し照れ臭さを感じてしまう。","The owner spoke with a smile while watching you eat.
You felt slightly embarrassed at her gaze and words."
"『あら、照れてるの？
　意外なところで初心なのね。
　それじゃ、もっと伝えてみましょうか。』","""Oh? Are you getting embarrassed? You're innocent in
 the most unexpected places. Then perhaps I'll keep 
 telling you more about how I feel♡"""
"『私は貴方が美味しそうに食べれくれるのが好きで、
　どこか甘さの残る貴方の行動が好きで、
　たまに意地悪したり意地悪されたりするのが好きよ。』","""I like seeing how you eat my dishes as if they're the
 most delicious things in the world. I like how you're
 a bit naive. I like toying with you."""
"女性は貴方の顔をじっと見つめながら、
愛を囁くように唇からそう言葉を紡ぐ。
彼女のそのトーンに貴方の顔はみるみる赤くなってしまう。","While staring into your eyes, the owner began speaking
in whispers as if confessing her love to you. You could
feel your cheeks quickly get hot and blush because of
her tone."
"『ふふ♡可愛い顔♡
　好き好きって言われたらドキドキしちゃうのね。
　これは、貴方の弱点発見かな？』","""Ahaha♡ That's the most adorable expression♡ It made
 your heart race when I said how I like you, right?
 Are you perhaps weak to confessions?"""
"そんな貴方をからかうように、
女性はにやにやと笑みを浮かべる。
そんな彼女に貴方は抗議の視線を送った。","The owner teasingly grinned at your reactions, which
made you glare back at her in protest for making fun
of you."
"『……少しからかいすぎた？
　ごめんなさい、つい楽しくて。
　…こんな風なやり取り、またしたいもの。
　負けて奴隷になんかならないでよね。』","""...Oh, did I go too far with the teasing? Sorry, I was
 having so much fun... But I want to have this kind of
 back-and-forth with you again, so please don't lose
 and become a slave, okay?"""
"貴方の抗議の視線に女性は謝罪すると、
そう貴方にエールを送る。
貴方はそんな彼女にもちろん負けない、とそう返した。","The owner apologized at your glare, and then she
cheered for you. You told her that you weren't going
to lose."
"『うん、それならいいのよ。
　腕によりをかけて料理を作って待ってるから、
　賞金握りしめて私の店に来てちょうだいな♡』","""Yes, that's good. I'll put all my skills into cooking
 while waiting for your return. So make sure to drop by
 my shop with the prize money when you're done♡"""
"<アル>
『…うん！\n[1]、勝って、
　ここでたくさん美味しいご飯食べようね♪』","<Al>
""...Yeah! \n[1], let's win and then come
 here for a victory feast♪"""
"そういうアルに貴方は頷き、
楽しみにしていると女性に告げた。","You nodded to Al and told the owner that you looked
forward to her cooking."
"そう告げる女性に、
貴方は楽しみにしているとそう告げた。","You told the owner that you looked forward to her
cooking."
"『あら、そうなの。
　ちょっとお話が聞きたかったのだけれど。
　まぁ無理強いはよくないわよね。』","""Oh. I kind of wanted to hear your story...
 But I guess there's no helping it."
"『珍しくにやにやとして…
　どうしたの？何かいいことがあったの？』","""You're in a smile today... Did something good happen?"""
"貴方の目の前にお水が入ったコップを出しながら、
女性はそう貴方に尋ねた。
そんな女性に貴方は恭子とお互い奴隷になるという条件で、
コロシアムで試合をすることを伝えた。","When the owner said that and placed a cup of water in
front of you, you told her how you challenged Kyouko
to a match with the bet that the loser will become
the other's slave."
"『…………え？そう、奴隷に……なるほど、
　勝った後のことを考えてそんな顔をしていたわけね。
　でも、まだ気が早いんじゃない？』","""...Eh? You're fighting her with each other's lives as
 the bet? So, you must be smiling from thinking of
 what to do with her afterward... But isn't it a bit
 too early to think about that?"""
"『まだ試合も終わってないんだし、
　こんなところで油を売ってないで……
　試合の準備をした方が良いと思うんだけど……』","""You haven't beaten her yet... Shouldn't you need to
 get ready instead of loafing around here?"""
"勝つから問題ない","I'm going to win so there's no problem"
"景気づけだから問題ない","I've prepared already"
"『…そう、
　それなら私が何かいうのはお門違いね。
　このお店でぜひ楽しんでいって頂戴。』","""...I see. Then I have nothing more to say.
 Please enjoy your time in my restaurant."""
"女性はにこりと笑顔でそう告げる。
色気を含んだ笑顔であったが、
どこか初めて見るような笑顔だった。","The owner smiled as she said that. However, the smile
she gave you wasn't quite her usual while it was still
sexy. You hadn't seen her like that before."
"『今日の料理は…………揚げ物よ。
　ゲン担ぎにかつ丼でも食べていく？』","""Today's menu is... Deep-fried food. Why not eat 
 my katsudon bowl to bring you good luck?"""
"『おめでとう、
　その嬉しそうな顔は…試合に勝てたのよね？
　ふふ♡私まで嬉しくなっちゃうわ。』","""Congratulations. Your smile face means that you won
 the match, right? Ahaha♡ I'm so happy for you."""
"女性はそう言いながら、
貴方の注文前に飲み物や食べ物を貴方の前に並べていく。","After saying that, the owner began placing food and
drink in front of you before you could even order
anything."
"『……え？まだ何も頼んでない？
　あら、この前言ってたじゃない。
　賞金でたくさん注文してくれるって♡』","""...Eh? You didn't order anything yet? Oh, but didn't
 you say it before? That you'll order lots of food
 with the prize money when you win♡"""
"『貴方のためにたくさん作っておいたんだから、
　しっかり食べてうちにお金を落としていってよね。
　賞金、残ってるんでしょ？』","""I've prepared a feast for you♡ Make sure to eat
 everything and pay for it♡ You haven't used up all
 of the money yet, right?"""
"くすくすと女性は笑いながら、
料理を並べていく。
以下にも高級そうなお皿に盛りつけられたそれは、
値段を想像しただけで冷や汗が出てきそうになる。","The owner giggled while placing more food in front of
you. Some dishes looked so high-class that just
imagining their price made you break into a cold sweat."
"『……なんてね。冗談よ、冗談。
　これは貴方の祝勝会、お代なんていらないわ。
　遠慮せずに食べてね。』","""...I'm just kidding. This is your victory feast,
 so I won't charge you. You eat without reservations."""
"貴方のその反応を見て、
女性はくすりと悪戯が成功したような笑みを浮かべ、
そう言葉を続けた。","After seeing your reaction, the owner followed by
saying that it's a joke with a smile."
"<アル>
『び、びっくりした～！
　賞金なくなっちゃうかと思ったよね……
　…ふふ♪無料なら遠慮なく食べちゃおうよ！』","<Al>
""M-My heart nearly jumped out! I thought we would lose
 all the prize money to pay for this... Ehehe♪
 But since it's free, we should dig in!"""
"アルは現金なもので、
目の前に並べられた料理に目を輝かせ始めた。
そんなアルに貴方は苦笑する。","Al's eyes sparkled at all the dishes after she heard
they were free. You couldn't help smiling wryly at
her gluttonous attitude."
"しかし、並べられた料理は高そうなものばかりだ。
本当に無料で食べていいのかと、貴方は女性にそう尋ねた。","However, the feast looked expensive, so you confirmed
with the owner if it was really alright to have all
for free."
"『ええ、遠慮なく召し上がれ。
　…実は、私もスカッとしちゃって。
　貴方が戦った相手、結構悪評が多いのよね。』","""Yes, you can eat without holding back...
 You see, the fight you fought lifted a weight
 from my shoulders. There have been many bad
 rumors surrounding Kyouko."""
"『いつもそばにいる子はかわいそうだったし…
　貴方が助けてくれたこと、感謝しているの。
　だからその分のお礼を含めたごちそうよ。』","""I've always felt sorry for the girl she has kept
 as a slave... I wanted to thank you for saving her.
 That's why you can eat this for free."""
"貴方の質問に女性はにこりと笑ってそう答える。
そういうことなら遠慮なくいただこう。","The owner answered your question with a bright smile.
Now that you understood the reason, you decided to
eat without reservation."
"<アル>
『えへへー♪
　いいことしたらやっぱり、
　ご褒美が待ってるんだね！いただきまーす♡』","<Al>
""Ehehe♪ Rewards always follow good deeds, right?
 Let's dig in♡"""
"<アル>
『～～～！美味しー♪
　すっごく美味しいよ、\n[1]！』","<Al>
""~~~! Delicious♪ It's the most delicious thing I've
 ever eaten, \n[1]!"""
"アルは目を輝かせながら料理を口に含む。
そんな彼女の姿を微笑ましく見ながら、
貴方自身も料理にはしをつけた。","Al's eyes sparkled as she stuffed the food into her
mouth. You watched her excitement with a smile and
tried the food too."
"栄養バランスが考えられた料理は、
そのどれもが絶品だった。
野菜は新鮮そのもので、肉は容易く嚙み切れるほど柔らかい。
女性の手料理に貴方は舌鼓をうつ。","All the dishes were works of art with balanced
nutritional values. The vegetables were fresh and
the meat tender. You couldn't help smacking your
lips as you went through the food."
"貴方の最大HPが10上がった！
貴方の最大MPが2上がった！
貴方の攻撃力が1上がった！
貴方の防御力が1上がった！","Your MAX HP increased by 10!
Your MAX MP increased by 2!
Your ATK increased by 1!
Your DEF increased by 1!"
"貴方の魔法力が1上がった！
貴方の敏捷性が1上がった！","Your MATK increased by 1!
Your AGI increased by 1!"
"『お粗末さまでした。
　改めておめでとう、これで3人目……
　もう先に進めるようにはなったのよね？』","""I'm glad it was to your tastes. Let me congratulate
 you once more. That was your third win at the arena,
 right? Now you can advance past the city."""
"『貴方はどうするの？
　しばらくこの街にとどまる？
　それとも、すぐに先に進んじゃう？』","""What's your plan now? Are you going to stay here for
 a while or advance on straight away?"""
"しばらくとどまる","Stay for a while"
"すぐに先に進む","Head onwards"
"『ふふ、そうなのね。
　もうこれが最後なんじゃないかって、
　少し寂しくなっちゃってたわ。』","""Ahaha. Is that so? I was starting to get a bit lonely
 thinking that this might be the last time we see."""
"『それじゃ、
　またうちにきてくれるって思っていいのよね？
　売り上げへの貢献にも期待しちゃおっかな～♡』","""But since you're staying, you'll drop by again, right?
 I can expect you to contribute to the sales♡ Right?"""
"女性は柔らかく微笑むと、
悪戯っぽく笑ってそう告げる。
そんな彼女に貴方は期待してくれていい、とそう返した。","The owner added a slight tease after watching you with
a smile. You told her that she can expect your visit
again."
"『そうよね、コロシアムで3勝したってことは、
　貴方もこの街ではかなり上位の実力者……
　ってことになるものね。稼ぎにも期待していいかも。』","""Yes, now that you have the three matches under your
 belt, it can be said you're among the top of the city.
 Your earnings will surely also be good."""
"『…もしかして、
　ヴァンガードになるつもりだったり、する？
　多分貴方なら入団もできるだろうし……』","""...Perhaps you were planning to join the Vanguard?
 They would surely accept someone of your level."""
"なるつもりはない","I'm not planning on joining"
"なってみてもいいかも","I guess I could try"
"『そう、ちょっと安心したわ。
　……私、バンガードってあんまり好きじゃないのよね。
　うちのお店にくるときもいつも偉そうだし…』","""Oh. That's relieving. You see... I'm not really fond
 of the Vanguard. They act so self-important when they
 come to eat..."""
"『それに貴方が助けた子のことだって、
　見てみぬふりをしてたわけじゃない？
　その子だけじゃない。彼らに見捨てられてる人も、
　結構多かったりするのよ。』","""They also turned a blind eye to the girl you saved.
 And it's not just her either... They have abandoned
 many others in need."""
"『だから、あんまり私は好きじゃないの。
　…………あ、この話はオフレコでね？
　こんなこと言って目を付けられちゃったら困るし。』","""That's why I don't like them... Ah, can we keep this
 story off-the-record? I wouldn't like to have their 
 eyes on me."""
"そう貴方に顔を近づけて声を潜める女性に、
貴方はこくり頷いた。","You nodded to the owner when she got closer and asked
you to keep quiet about what she said."
