"EV001",""
"<六花>
『ふふっ…♡今日もとっても情けない姿で、
　おちんちん降参しちゃいましたね……♡
　お口に経験値を吸い出されるの、気持ちよかったですか？』","<Rikka>
""Ehehe♡ Your dick submitted to me so miserably again♡
 Does it feel so good when I suck out your EXP with my
 mouth?"""
"<六花>
『またして欲しくなったら、
　いつでも私に声をかけてください……♡
　でも、気を付けてくださいね？』","<Rikka>
""Please come to me any time you want to do it again♡
 ...But you should be careful♡"""
"<六花>
『あんまり私にレベルを吸われすぎると……♡
　そのうち……お兄さんより、
　私の方が強くなっちゃいますよ…？♡』","<Rikka>
""If you let me drain too many levels...♡ I might turn
 out stronger than you before you realize it♡"""
"六花は貴方の耳元でそう囁く。
幼い容貌に似合わず艶っぽい声での挑発に、
貴方は身体をびくりと震わせた。","Rikka teasingly whispered a warning in your ear.
Your whole body twitched in a shiver when her voice
way too seductive for someone of her age."
"<アル>
『\n[1]ー……
　この子はもう十分強くなってると思うよ？
　私たちは私たちで頑張ろ？』","<Al>
""\n[1]... Isn't she strong enough to manage
 on her own? I think we should focus on ourselves."""
"<六花>
『ふふ♡ありがとうございます…♡
　今は何とか奴隷から抜け出すために、
　闘技場で勝てそうな相手を探す日々です……！』","<Rikka>
""Ehehe♡ Thank you for checking up on me♡ I've been
 trying to find an opponent I can beat at the arena!"""
"<六花>
『……中々まだ見つからないですけど…
　それでも、以前よりは希望がありますから…♡
　私のことは心配しないでくださいね♡』","<Rikka>
""...I'm having a tough time finding anyone like that,
 but I feel way more positive than before♡ That's why
 you don't need to worry about me♡"""
"<アル>
『この子はこの子で頑張ってるんだね！
　私たちもできることを頑張っていこ♪』","<Al>
""Looks like she's working hard in her own way!
 We should also follow her example!"""
"<六花>
『あ、お兄さん…♡
　どうしましたか？もしかしてまた……♡
　レベルを私にくれるんですか？♡』","<Rikka>
""Ah, \n[1]♡ What is it?  Could it be
 that... You're here to give me even more levels?"""
"貴方が声をかけると六花は妖艶に微笑み、
薄いピンク色の唇を自身の指で扇情的になぞる。
幼い容貌に不釣り合いなその妖艶なしぐさに、
貴方は思わずごくりと生唾を飲み込んだ。","After you called out Rikka, she seductively smiled and
traced a finger across her pink lips. You couldn't help
gulping when she carried herself with such an
adult-like charm despite looking so young."
"<六花>
『ふふ……♡おちんちん、もう大きくなってますね♡
　我慢しなくてもいいんですよ…♡
　今日もたくさん、吸い出してあげますから♡』","<Rikka>
""Ehehe...♡ Your dick is already hard♡ You don't need
 to hold back♡ I'm ready to suck a big load from you
 again...♡"""
"<六花>
『じっくりお口で虐めてあげます…♡
　経験値を精液ごと吸い出される感覚……♡
　今日も味わっていきますか？♡』","<Rikka>
""And I'll take my toying your dick with my mouth as I
 do it♡ Do you want to taste how amazing it feels when
 I suck out both your semen and EXP once more?"""
"六花は貴方を誘うように、
ちゅっと自身の指を唇で吸う。
そんなしぐさに貴方は目を奪われてしまった。
【六花にドレインされたレベル：\v[61]】","Rikka sucked on her finger to tempt you. By doing so,
she tightly locked your gaze on her lips.
【Levels Drained by Rikka: \v[61]】"
"<六花>
『ふふっ♡分かりました♡
　それじゃ、いつもみたいに宿屋に行きましょっか♡
　たっぷりお口で吸い出してあげますね♡』","<Rikka>
""Ehehe♡ Okay♡ Then, let's move to the usual inn♡
 I'll suck you hard when we get there♡"""
"<六花>
『お疲れ様でした♡
　……大丈夫ですか？腰、砕けちゃってたみたいですけど♡
　もうちゃんと、自分で歩けますか？♡』","<Rikka>
""Thanks for the levels♡ ...Are you alright? Your legs
 are quite wobbly♡ Can you make it back on your own?"""
"くすくすと微笑みながらそう言う六花に、
貴方は頷きを返した。
すっかり骨抜きにされてしまったことに、
今更ながらに羞恥心を覚える。","When Rikka giggled and asked that, you nodded that you
were okay. You felt ashamed that your legs were about
to give in even when it was already past her blowjob."
"<六花>
『それは良かったです…♡
　それじゃ、お兄さん♡また経験値貯めたら…♡
　私のところに来てくださいね♡』","<Rikka>
""I'm glad to hear that♡ Then... Please come again
 when you have grinded more levels♡"""
"<六花>
『お口でじゅるじゅる吸い上げて、
　稼いだ分の経験値…吸い出してあげますから♡
　待ってますよ？…ちゅっ♡』","<Rikka>
""I'll suck out all that newly gained EXP when you do♡
 I'll be waiting for your next visit♡ Smooch♡"""
"六花は妖しく微笑みながら、
貴方の頬にちゅっとキスをする。
だんだんとどこか妖しげな魅力を身に着けていく六花に、
貴方はドキリとしつつも頷いた。","Rikka kissed your cheek with a seductive smile. Your
heart skipped a beat and you ended up nodding when all
of her actions were starting to carry this bewitching
charm to them."
"<アル>
『\n[1]ー……
　大丈夫……？なんだかこの子に、
　いいように扱われちゃってる気がするよ……？』","<Al>
""\n[1]... Are you okay? I'm starting to
 have a feeling that she's exploiting you..."""
"<六花>
『おちんちんそんなに大きくしてるのに、
　我慢しちゃうんですね……♡もしかして、
　まだあまり経験値がたまってないんですか？』","<Rikka>
""Will you not do it even when your dick is so hard?
 Ah♡ Are you perhaps planning to save up even more
 EXP?"""
"<六花>
『沢山ためておいた方が、
　お口で吸い出されるときに気持ちよくなれますもんね…♡
　いいですよ、たまるまで待ってあげます…♡』","<Rikka>
""After all, it will feel so much better when I blow
 and drain you when you have a ton of EXP saved up♡
 That's fine♡ I'll wait until you're ready♡"""
"<六花>
『経験値をしっかりためることができたら…
　お兄さんの大好きなじゅるじゅるフェラであげますので、
　私のもとに来てくださいね♡…ちゅっ♡』","<Rikka>
""Once you've leveled up so much that you can't wait any
 longer... Come to me, and I'll blow you the way you
 love so much♡ Smooch♡"""
"六花はそう妖艶に微笑みながら、
貴方の頬にキスをする。
彼女の柔らかい唇の感触に、
肉棒はズボンの中でびくりと反応してしまった。","Rikka kissed your cheek with a seductive smile.
Your penis twitched hard in your pants when you
felt the sensation of her soft lips on your cheek."
"<アル>
『\n[1]！しっかりして！
　…さ、最近この子、\n[1]を見る目が変わってきてるよ？
　これ以上流されちゃったら……』","<Al>
""\n[1]! Get a grip! Don't you think the way
 she looks at you has changed for the worse recently?
 If you go along with this any longer, then..."""
"<アル>
『…………と、とにかく！
　私はもうこの子にレベルをあげなくてもいいと思うな！』","<Al>
""...At any rate! I don't think you need to give her
 any more levels!"""
"<六花>
『あ、お兄さん♡また今日も、
　私のお口にレベルを吸い出されに来たんですか？
　もうすっかり私のフェラの虜ですね♡』","<Rikka>
""Ah, \n[1]♡ Are you here for level draining
 again? It looks like you've become totally addicted
 to my blowjobs♡"""
"<六花>
『私に話しかけるだけで、
　みっともなくおちんちん大きくしちゃって…♡
　本当に情けないお兄さん……♡』","<Rikka>
""Your dick is already getting shamefully hard the
 moment you see me♡ That's quite miserable of you♡"""
"貴方が話しかけると、
六花はくすくすとそう笑いながら言う。
そんな彼女の態度には、
もはや貴方への感謝や敬意は感じられなかった。","When you called out Rikka, she said that with a giggle.
You couldn't sense even a hint of respect or gratitude
in her attitude."
"<六花>
『今日もこのおちんちんから…♡
　たくさん経験値を吸い出してあげます…♡
　期待しててくださいね♡』","<Rikka>
""I'll suck out tons of EXP from your dick again today♡
 So make sure to look forward to it♡"""
"六花は指先で貴方の股間に張ったテントを撫でながら、
そう幼い容貌に不釣り合いな色気を伴って妖しく微笑んだ。
【六花にドレインされたレベル：\v[61]】","Rikka looked at you with a seductive smile that was
unthinkable for someone so young while caressing the
tip of your tenting pants with her fingers.
【Levels Drained by Rikka: \v[61]】"
"<六花>
『はい♡それじゃ、宿屋に行きましょっか♡
　今日はお兄さんのおちんちん、
　どれくらい我慢できるか楽しみですね♡』","<Rikka>
""Yes♡ Then, let's move to the inn♡ I want to see
 how quickly your dick submits to me this time♡"""
"六花は妖しく微笑みながら貴方の手を引く。
貴方はすっかり主導権を少女に握られてしまいながら、
宿屋へと向かった…","Rikka took your hand with a seductive smile. Then she
completely seized the initiative from you as she began
leading you to the inn."
"<六花>
『経験値をしっかりためることができたら…
　じゅるじゅるフェラで吸いだしてあげますので、
　私のもとに来てくださいね♡…ちゅっ♡』","<Rikka>
""Once you've leveled up so much that you can't wait any
 longer... Come to me, and I'll suck you off with a
 sloppy blowjob♡ Smooch♡"""
"<六花>
『今更怖気づいたって遅いですからね♡
　観客の前で、お兄さんのこと…虐めちゃいますから♡』","<Rikka>
""It's too late to chicken out now♡ I'm going to
 torment you in front of the whole audience♡"""
"<六花>
『あ……恭子様から聞きました。お兄さんが、
　自分の身をかけてまで私の解放のために戦うと…』","<Rikka>
""Ah... I heard it from Mistress Kyouko. You're putting
 yourself on the line and fighting her to free me..."""
"<六花>
『ほんと、お兄さんってお人よしですよね…
　あれだけひどいことを言った私のために、
　自分の身をかけるなんて…』","<Rikka>
""You're almost too kind... You're fighting to save me
 even after I said all those horrible things to you...
 Even betting yourself to do it..."""
"六花はそううつむきながら、
後悔するような声色でぽつりと総言葉を漏らす。
そんな彼女の頭を貴方はそっとなでた。","As Rikka spoke while hanging her head, her tone was
filled with deep remorse. That's when you patted her
head."
"<六花>
『……ありがとう、ございます。
　お兄さんならきっと恭子様にも勝てるはず、です。
　虫のいい話だとは分かっていますが…』","<Rikka>
""...Thank you so much. If someone can beat Mistress
 Kyouko, I'm sure it's you. This might sound a bit 
 selfish, but..."""
"<六花>
『お兄さんに期待させてください…！
　よろしく、お願いします…！』","<Rikka>
""I'll place my hope in you! Please defeat Mistress
 Kyouko!"""
"<アル>
『…ふふーん♪任せて！だよね。
　この子のご主人様をぎゃふんと言わせちゃおう♪』","<Al>
""...Ehehe♪ You can leave it to us! Let's go beat up
 her master♪"""
