"EV001",""
"<メイドサキュバスB>
『じゃ、早速広場にいこっか♡
　ほら、ついてきて？』",""
"<メイドサキュバスB>
『一応アンタは初日の家畜扱いだから、
　今日は自由時間なんてないけど………
　ま、脱走の代償って考えたら軽いもんだよね？』",""
"<メイドサキュバスB>
『きりきり経験値稼いで、
　たまったら私に声かけるよーに♡
　後でたっぷり気持ちよくしてあげるからさ♡』",""
"<アル>
『うぅ～！
　や、やるしかない、よね！
　頑張ろ、\n[1]！』",""
"<可憐>
『おはよ、\n[1]君♪
　脱走したのに、
　簡単に捕まってまた家畜になっちゃったね♪』",""
"<可憐>
『女の子に支配されるなんて耐えられなかったのかな？
　でも、残念だったね。\n[1]君は私に負けちゃって、
　また女の子の家畜にすぐ逆戻り♡』",""
"<可憐>
『ふふ♡悔しい？
　でも、ご主人様に感謝しなきゃダメだよ♪
　だって\n[1]君のことを許してくれたんだし。』",""
"<可憐>
『\n[1]君にも、協力者にも、おとがめなしなんだもん。
　すっごいありがたい話だと思うな～♪』",""
"可憐の言葉に貴方とアルは首を傾げる。
逃げ出そうとしたのだから、
何かしらの罰はアルのかと思っていたが……",""
"<可憐>
『逃げ出しても無駄だって、
　いいデモンストレーションになったからじゃないかな？
　一番新参者の私に鎮圧されちゃったくらいだしね♪』",""
"<可憐>
『あ、でも、
　\n[1]君の元ご主人様は怒ってたみたいだよ？』",""
"<可憐>
『もし元ご主人様に捕まっちゃってたら、
　今ごろ大変なことになってたんじゃないかな？
　運がよかったね、\n[1]君♪』",""
"くすくすと笑みを浮かべながらそう言う可憐に、
貴方とアルは背筋にひんやりとしたものを感じる。",""
"<アル>
『そ、そりゃ怒るよね……
　まだ、この子に捕まったのはよかったのかな……』",""
"アルはポツリとそう言葉を漏らした。",""
"<可憐>
『ちなみに♪　
　もし私から逃げ出したら……
　相手が\n[1]君でも容赦しないからね？』",""
"<可憐>
『狂っちゃうくらいまで調教してあげるから♪
　顔見知りの私が相手なら逃げ出しても……
　とか考えちゃダメだよ？♡』",""
"にこりと笑みを浮かべ、
そう脅すように告げる可憐に、
貴方は頷くことしかできなかった。",""
"<可憐>
『ん♪
　分かってくれてるならいいの♡
　それじゃ、かるーく家畜の役目をおさらいしとこっか♪』",""
"<可憐>
『\n[1]君がしなきゃいけないのは、
　広場で30000経験値を稼ぐことと、
　夜私にレベルドレインを受けること♡』",""
"<可憐>
『まぁ、元々も他の子の家畜だったんだし分かってるよね♪
　毎晩毎晩私が気持ちよくしてあげるから、
　一生懸命経験値稼ぐんだよ？』",""
"そう改めて説明する可憐に貴方は頷く。
契約で縛られている身だ、
今は従っておいた方がよさそうだ……",""
"<アル>
『頑張って稼いだ分を、
　ぜーんぶ取られちゃうのは納得いかないけど……
　今は、仕方ないよね…………』",""
"<可憐>
『ん♪素直でいい子だね♡
　それじゃ、そろそろ広場にいこっか♪
　\n[1]君、一応案内するからついてきてね。』",""
"そう言って可憐は先導する。
戦いを強制される、その広場に連れていかれた。",""
"<可憐>
『あ、そうだ、
　経験値稼ぎを始める前に言っておくね？』",""
"<可憐>
『\n[1]君は初日の家畜扱いだから、
　今日は終わっても自由時間がなくて、
　すぐにレベルドレインだよ♪』",""
"<可憐>
『新鮮な経験値、
　ぜーんぶおまんこで搾りつくしてあげるから…♡
　楽しみにしてて？♡』",""
"可憐は貴方の耳元に唇を近づけ、艶っぽくそう囁く。
そんな彼女の言葉に、貴方は肉棒を勃起させてしまった。",""
"<可憐>
『ふふ♡想像したら興奮しちゃった？
　ちゃんと後で気持ちよくしてあげるから……
　そのためにも、しっかり経験値稼いでね♪』",""
"<アル>
『\n[1]！あくまで逃げるためだって………
　も、目的を忘れちゃダメだからね？
　さ、頑張ろ！！』",""
"<メイドサキュバスB>
『おっはよ～♪
　私から逃げ出した身の程知らずな家畜さ～ん♡
　私が今日からご主人様代理だからね～♡』",""
"貴方が目を覚ますと、
にししと笑いながらメイドサキュバスがそう声をかけてくる。
その笑みは、どこか冷たさを帯びていた",""
"<アル>
『っ！あの人に負けちゃって…
　代理人ってことは……
　ま、またこの子の家畜にされちゃったんだ…』",""
"<アル>
『うぅ～、そりゃ、
　逃げ出したこと怒ってるよね…………』",""
"アルの言う通り、
彼女は当然自分に怒りを覚えているだろう。
彼女の笑みを見て、背筋に冷たい汗がつたった。",""
"<メイドサキュバスB>
『とりあえずー♡
　ほら、逃げ出してすみませんでしたって土下座は？
　躾けされるほうがいい？』",""
"貴方は彼女の言葉に弾かれるように、
ベッドの上で土下座した。
そんな貴方の頭に彼女は足を乗せる。",""
"<メイドサキュバスB>
『ま、ほんとは廃人になるまで調教したいけどさ。
　一応ただの代理人だし、
　これくらいで許してあげよっかな♪』",""
"<メイドサキュバスB>
『ただし！もう一度逃げたりなんかしたら……
　分かってるよね？
　その時はしっかり、廃人にしてあげるから♡』",""
"貴方の頭に足を乗せたまま、
メイドサキュバスはそう笑顔で告げる。
そんな彼女に貴方は分かりましたと、
そう答えるしかなかった。",""
"<メイドサキュバスB>
『はい、よろしい♪
　ま、優しいご主人様にはアンタにも協力者にも、
　おとがめなしだってさ。』",""
"<メイドサキュバスB>
『そんなご主人様の優しさを、
　私が無駄にするわけにもいかないし？
　ほんと、ご主人様に感謝しなよ～？』",""
"<アル>
『この子が言うご主人様のおかげで、
　助かったっていうことだよね……？
　うん、今は本当に感謝しなきゃかも…………』",""
"貴方はそう言葉を漏らすアルに同意し、
しっかりとメイドサキュバスの言葉に同意した。",""
"<メイドサキュバスB>
『じゃ、そろそろ土下座やめていーよ♡
　そろそろ広場に行って、経験値稼がなきゃ出しね～。
　ほら、さっさとついてきて？』",""
"EV009",""
"EV010",""
"EV011",""
"EV012",""
"EV013",""
"EV014",""
"EV015",""
"EV016",""
"EV017",""
"『ふんふ～ん♪
　マジックコインをコツコツためて、
　コスプレ衣装を買ったんだ。』",""
"『あぁぁ……これを着たご主人様を想像するだけで、
　もう我慢できないぜ……
　早く今日の分の経験値を稼がないと……！』",""
"<アル>
『この人は家畜生活を、
　結構楽しんでるみたいだね～…
　意外と悪くなかったりするのかな。』",""
"EV018",""
"今日はもう休みますか？
【ご主人様がやってくるのを待ちます】",""
"EV019",""
"EV020",""
"『むにゃむにゃ……
　ご主人様ぁ♡もうでないよぉ♡
　あっ♡あっ♡』",""
"<アル>
『この人、夢の中でもご主人様に搾られてる……
　でも、その割には幸せそうな顔だよね……』",""
"EV021",""
"『君はここで飼われるようになってから、
　屋敷にはいってみたかい？
　意外とご主人様たちも気さくに話してくれるもんだよ。』",""
"『夜にもらえるマジックコインを使えば、
　娯楽も手に入るから…もし行ったことがないなら、
　行ってみることをおすすめするよ。』",""
"<アル>
『美味しいご飯とかもありそう♪
　ねー、腹が減ってはなんとやら、だよ！
　ご飯売ってるとこさがそー？』",""
"EV022",""
"『なんでも、
　俺たちから搾り取ったエネルギーを横領して、
　小銭を稼いでる女の子がいるんだって。』",""
"『マジックコインを対価に、
　経験値を俺たちに売ってくれるらしい。
　働きたくないときには頼ってみるのもいいかもな。』",""
"『え……？どこにいるのかって？
　さぁ……多分屋敷内のどこかじゃないかな。』",""
"<アル>
『横領はだめだけど……
　コインをためてたらレベル上げにも使えるってことかな？
　無駄遣いはやめとこーね！』",""
"EV023",""
"もう脱走の準備はできただろうか？",""
"貴方は自分の部屋に帰ってきた。
それから少し時間が経過すると、
約束通りに優香も貴方の部屋にやってくる。",""
"<優香>
『それじゃ、
　今からアンタにかけられた契約魔術を解除してあげる。
　その間に色々説明してあげるからよく聞いてよね。』",""
"貴方に手をかざし、
魔力を込めながらそう告げる優香に貴方は頷いた。",""
"<優香>
『まず、
　アンタが家畜から抜け出したってことは一目でバレる。
　だから、あんまり見つからないように気を付けなさい。』",""
"<優香>
『ま、あいつらは警備が本業じゃないし、
　不用意に部屋に入ったりしなきゃ大丈夫だと思うけど。』",""
"<優香>
『でも、ボス以外に絶対に避けられない戦いはある。
　それが、あいつらのまとめ役みたいなもんね。
　ボスの部屋の前に陣取ってるから。』",""
"<優香>
『でもそんなに強くないし、サクッと倒しなさい。
　というか、
　そいつに負けるくらいならボスにも勝てないだろうし。』",""
"貴方にかけられた契約の魔術の解除を行いながら、
優香はそう言葉を続ける。
そういう彼女に貴方は頷きを返した。",""
"<優香>
『ま、もしアンタがボスにたどり着く前に負けて、
　捕まったりなんかしたら私は知らぬ存ぜぬで通すから。
　面倒ごとはごめんだし。』",""
"<アル>
『う～……薄情者……
　でも、そうだよね。あくまでこの子は、
　自分の目的のために協力してくれるだけだから……』",""
"優香の言葉を聞いて、
アルは恨めしそうに彼女を見つめつつもそう言葉を漏らす。",""
"もしメイドの誰かに負けても、
彼女の助けは期待できないということだろう。",""
"<優香>
『…………よっ、と。
　はい、これでオッケー♡
　もうアンタは自由の身、さっさと行動しなさい。』",""
"話が一区切りついたところで、
契約魔術の解除が終わったようだ。
貴方は優香に感謝の言葉を告げた。",""
"<優香>
『別に感謝の言葉なんていらないから。
　ただ、私との約束はちゃんと果たしてよね。
　ボスを倒したら、分かってるわよね？』",""
"<優香>
『…………よっ、と。
　はい、これでオッケー♡
　後は……はいこれ、返してあげる。』",""
"そう言うと優香は貴方から森で奪った聖剣を手渡した。",""
"<優香>
『流石にその装備じゃこころもとないでしょ。
　ボスに勝つために、
　それ、しっかり使いこなしなさい♡』",""
"ありがとう",""
"……元々自分のものだ",""
"<優香>
『あは♡
　アンタが弱いのがいけないんだからね？
　言っとくけど、謝る気ないから♡』",""
"<優香>
『じゃ、さっさとボス倒してきなさい。
　その後に私がアンタのことボコってあげる♡』",""
"<アル>
『ボスを倒したら、
　この子と勝負！だったよね♪
　正直この子も強敵だけど…………』",""
"<アル>
『約束しちゃったんだし、
　ボスを倒したら準備を終えてからこの子と勝負しよっか！』",""
"貴方はアルの言葉に頷き、
優香にちゃんと戦うとそう保証した。",""
"貴方はくぎを刺すような優香の言葉に頷き、
ちゃんと戦うとそう保証した。",""
"<優香>
『ん、よろしい♡
　じゃ、私はアンタの動きを遠くで見てるから、
　せいぜい私のために頑張るように♡』",""
"契約の魔術から逃れた貴方は、
優香の応援？を受けながら宿舎を後にした。",""
"<アル>
『まだやりたいことあるの？
　急ごうね！もうすぐあの子が来ちゃうよ！』",""
"<優香>
『今からアンタにかけられた契約魔術を解除してあげる。
　馬鹿なアンタは忘れてるかもしれないから、
　もう一度説明してあげる。よく聞いてよね。』",""
"EV024",""
"EV025",""
"EV026",""
"EV027",""
"回想部屋に移動しますか？
【回想部屋でのレベルの上下は、
　ダンジョンに戻るときにリセットされます】",""
