"EV001",""
"『それは…………
　ええ、直接奴隷を貴方からどうにかする権限は、
　私たちにはないわ。』","""That's... Yes, we don't have the means to directly
 free the slaves from you."""
"『でも、少しでもこの町のルールに違反したときには……
　貴方を捕らえる、それだけよ。』","""But the moment you violate the law of the town even
 slightly... We'll capture you. That's all."""
"『………………………………』","""..."""
"『奴隷の扱いは…………
　その主人に一任されているわ。』","""How the slaves are treated... Are fully up to the
 master."""
"『なんにせよ、人を奴隷にするプレイヤーには、
　私たちバンガードの目が付いているわ。
　あまり、好き放題しないことね。』","""Anyhow... We, the Vanguard, have our eyes on people
 like you who keep players as their slaves. Don't
 think you can do anything you like, okay?"""
"『ありがとう、あの子のことは気掛かりだったのよ。
　貴方が開放してくれて、ほっとしたわ…………』","""Thank you. I've always been worried about that young
 slave girl. I can finally be at peace now that you've
 freed her."""
"『本当は私たちがどうにかしなきゃいけないこと、
　そのはずなのにね……私たちは動くことを許されない。』","""I believe that helping her should have been our job...
 But it's not something we can do."""
"『ほんと、情けないわね。
　私は、人を守りたくてバンガードに入ったはずなのに……』","""I felt so miserable over that. Even when I joined the
 Vanguard so that I could protect people..."""
"女性は端正な顔を歪め、自嘲的な笑みを浮かべている。","The woman's noble face broke into a self-deprecating
smile."
"<アル>
『正義の味方も大変なんだねー…………
　自分のやりたいことが、できないなんて…………』","<Al>
""Looks like the allies of justice have it tough too...
 To think that they can't help everyone they want..."""
"EV015",""
"EV016",""
"『そこの魔法陣は医務室につながってるんだ。
　そこから出てくるってことは、
　負けて医務室送りになったってことだから…………』","""That magic formation is connected to the medical
 office. Anyone coming out from it has lost their
 match."""
"『あんまり出で来るところは見られたくないよな…
　オ、オレはちょっと休んでるだけだぜ？』","""You wouldn't want to be seen when coming from there...
 I-I'm just sitting here to rest for a moment, okay?"""
"<アル>
『確かに、見られると恥ずかしいよね！
　……なんでこの人、動揺してるんだろ？』","<Al>
""Yes, being marked as a loser as you left would surely
 be embarrassing! ...I wonder why this person seems so
 shaken?"""
"『お、おう…………お前も負けたみたいだな。
　そこの魔法陣から出てくるの、誰かに見られてないかとか、
　恥ずかしくなったりしないか？』","""O-Oh... Looks like you also lost. Does it make you
 feel ashamed leaving through the magic circle if
 someone sees you?"""
"恥ずかしくなる","It's shameful"
"恥ずかしくない","It's not shameful"
"『だよな…………
　もう少し、こう、
　分かりにくい場所に変えてくんないかなぁ……』","""I think so too... I wish the magic circle was placed
 in a more discrete location..."""
"<アル>
『あんまり周りの目を気にしすぎちゃダメだよ？
　負けたって、次に勝てばいいんだからね♪』","<Al>
""\n[1], you shouldn't worry about others'
 stares so much. If you lose a match, then all you
 need to do is to win the next time♪"""
"『まじかよ、鋼メンタルかよ。いいなぁ……
　俺もそんな風に考えられたら楽なんだろうなぁ…………』","""Really? You've got some nerves of steel. I wish I
 could think like that too... Maybe I would have
 an easier time then..."""
"<アル>
『えへへ♪1度負けたって、次勝てばいいだけだもんね！
　めげずに頑張ろ、\n[1]♪』","<Al>
""Ehehe♪ A single loss isn't a big deal since you can
 just win the next match, right! Let's do our best
 without feeling down, \n[1]♪"
"『お前もまた手ひどく負けたみたいだな……
　けどよ、あれは対戦相手が悪いぜ。』","""Looks like you also suffered a terrible loss...
 But it happened only because you faced a horrible
 opponent."""
"『すい星のごとく現れて、お前で3人抜き達成。
　はぁ……ゲームの中でも天才ってのはいるもんだなぁ……』","""She just suddenly appeared in the arena, and with your
 loss included, she beat up three players in a row.
 Sigh... Looks like there are geniuses even inside this
 game."""
"『ま、そういうわけだから、
　お前も負けたからってそう気を落とすなよ。』","""Well, that's how it is, so you shouldn't let that loss
 keep you down."""
"<アル>
『\n[1]のことを慰めてくれてるのかな？
　えへへ♪良い人だね、この人！』","<Al>
""Is he trying to console you, \n[1]?
 Ehehe♪ He's a good man!"""
"EV017",""
"『コロシアムに出てくるプレイヤーは、
　みんな自分に自信があるやつばかりだからな。
　兄ちゃん、
　参加するなら十分に強くなってからのほうがいいぜ。』","""All the players taking part in the Colosseum are
 confident in their own strength. If you're going
 to participate, you should make sure to get strong
 first."""
"<アル>
『強敵ばかりってことだね！
　準備はできてる？\n[1]♪』","<Al>
""All the opponents will be strong! \n[1],
 are you ready for that?"""
"<アル>
『自信がなかったら、また強くなってから来ようね！』","<Al>
""If you aren't feeling confident, we should come back
 after gaining some levels!"""
"EV018",""
"<六花>
『あ、うぅぅ…………』",""
"少女はお腹を手で押さえて呻いている。",""
"EV019",""
"<???>
『この役立たず！
　今日も試合に負けましたの？』","<???>
""You good-for-nothing! Did you lose your match again?"""
"貴方が控室を出ると、辺りに女性の大声が響く。","You heard a loud voice of a woman when you exited the
waiting room."
"<???>
『あう……申し訳ありません、恭子様………』","<???>
""Auuh... I'm terribly sorry, Mistress Kyouko."""
"<???>
『こ、このままではずっと勝てません……
　町の外でのレベル上げの、お許しを…………』","<???>
""I-I'll never be able to win at this rate... So please
 permit me to go level outside the town."""
"金髪の女性に責められてる思しき少女が、
そう懇願を口にする。","The young girl who seemed to be bullied by the blonde
woman asked her for a permission."
"<恭子>
『ふん！そう言って逃げるつもりでしょう。
　貴方の浅はかな考えなどお見通しですわ！』","<???>
""Hmph! You're just trying to escape by getting out of
 the town! I can tell what someone as dumb as you is
 thinking!"""
"しかし、金髪の女性は文字通りそれを一蹴し、
彼女の倒れた身体を蹴り上げた。","However, the blonde woman kicked down the girl and her
request. Then she kicked the girl on the ground once
more."
"<???>
『あぐぅっ！そ、そんなことは決して…………』","<???>
""Auugh! I-I would never do something like that..."""
"<アル>
『酷い………なにも、あんなことしなくても……』","<Al>
""That's horrible... There's no need to go as far as to
 kick her..."""
"そんな光景を見てアルは悲痛な表情で言葉を漏らす。","Al said that with a sad face as she watched the girl
and the blonde woman."
"同感だ","I agree"
"羨ましい","I'm envious of the girl"
"<アル>
『だよね………止めに、入る？』","<Al>
""Yes... Are you going to stop her?"""
"『無駄だ、やめておきな。』","""It's pointless to try to help her."""
"アルの言葉を聞いて、
身を乗り出そうとした貴方を一人の男性が止める。","Just as you were about to cut in, a man stopped you."""
"『あの嬢ちゃんは契約奴隷だ、
　お前さんが止めに入ったところで、どうにもなんねぇよ。』","""That girl is a contract slave. It wouldn't change
 anything even if you stepped in."""
"<アル>
『契約、奴隷……？』","<Al>
""Contract slave?"""
"貴方とアルは頭に疑問符を浮かべた。","Both you and Al had question mark pop on your heads."
"『ま、普通の奴にゃ縁がないから聞きなれねぇ言葉か。
　契約奴隷ってのは、己のすべてをかけた契約を、
　遵守できなかった奴が落ちる奴隷だ。』","""Well, I guess normal people don't often hear that
 word. Contract slaves are those who have been unable
 to fulfill the terms of a contract where they've
 betted their whole lives."""
"『あの嬢ちゃんはつい最近うまいことのせられて、
　全財産以上の莫大な金を賭けた試合で負けちまった結果、
　その契約奴隷に堕ちちまったのさ。』","""In that girl's case, she made a lot of money with
 betting in the matches, but then she lost a bet where
 she wagered way more money than she owned. Then she
 became a contract slave because of it."""
"『あ？契約奴隷から解放される方法？
　そうだな、契約を改めて順守するか、
　主人が契約を破棄するしかねぇ。』","""Huh? How can you freed as a contract slave? Well, you
 can either fulfill the terms of your contract, or the
 other party can cancel the contract. Those are the
 only ways."""
"『ま、そのどちらもあの嬢ちゃんは果たせそうにないけどな。
　かわいそうに。1回のミスで破滅だよ。』","""But I don't think that girl can free herself in either
 way. I feel sorry for her. Her life is basically in
 ruin from one misstep."
"<アル>
『そんな…………どうにもならないのかな…………』","<Al>
""Oh no... Isn't there anything we can do?"""
"<アル>
『え？さ、さすがにこのタイミングでのそんな冗談は、
　いくら私でも引くよ…………？』","<Al>
""Eh? T-This isn't the time for jokes like that...
 Even I got put off by it..."""
"<恭子>
『黙りなさい！
　とにかく貴方は、ここで私への借金を返すことだけを、
　考えていればいいんですわ！』","<Kyouko>
""Silence! All you need to think is how to repay your
 debt to me at the arena!"""
"<???>
『うぐっ………分かりました、恭子様…………』","<???>
""Ugh... I understand, Mistress Kyouko..."""
"再び蹴り上げられた少女は、呻きながらそう返答する。","The girl grunted and answered like that after she got
kicked again."
"<恭子>
『ふん、分かればよくってよ。
　それでは私は先に帰りますわね。貴女は、
　ディナーの買い出しを済ませてから帰ってきなさい。』","<Kyouko>
""Hmph. Good that you managed to understand that. Then
 I'm leaving. Go shop for the dinner ingredients before
 you come back."""
"女性はそう言うと踵を返してコロシアムから去っていった。","After those words, the woman left the Colosseum."
"<恭子>
『六花、今日も試合に負けたそうですわね！
　一体いつまで負け続けるつもりですの？』",""
"貴方が控室を出ると、
辺りに聞き覚えのある女性の大声が響く。",""
"<アル>
『あ、あの人たちはこの前の…………』",""
"アルは地面にうずくまる少女と、
その少女を詰る女性を見て表情を曇らせる。",""
"<六花>
『うぅ………きょ、恭子様、お願いです……
　私に、街の外でのレベル上げの許可を…………』",""
"<恭子>
『だから、そう言って逃げるつもりなのでしょう！
　許可など、与えるはずがありませんわ！』",""
"<六花>
『で、でも、このままじゃ誰にも勝てないまま…………』",""
"そう言葉を続ける少女のお腹を、
女性は力強く蹴り上げる。",""
"<恭子>
『うるさいですわね！
　それは貴方が勝てるように、
　試合の相手を見極めればいいだけのこと。』",""
"<恭子>
『自分の努力不足を棚に投げて、
　楽な方に逃げるなんて私は許しませんわよ！』",""
"<六花>
『う、うぅぅ………そ、そんな…………』",""
"<アル>
『ひ、ひどい…………
　こんなの、見てられないよ…………』",""
"アルは悲しそうに顔を歪め、
目を伏せてポツリと言葉を漏らす。",""
"少女を助けよう",""
"あの女を奴隷にしよう",""
"<アル>
『…………うん！
　\n[1]、私はそうしてあげて欲しい！』",""
"<アル>
『戦えない私が、お願いするのもよくないと思うんだけど…
　お願い、あの子を助けてあげて！』",""
"貴方はそんなアルの懇願に力強く頷きを返した。",""
"あの女性に話しかけよう。",""
"<アル>
『え、ええ！？
　い、いきなりどうしたの！？』",""
"貴方の発言にアルは目を丸くして驚いた。
貴方はアルに、あの女性にも、
奴隷の苦しみを分かってもらうと説明した。",""
"<アル>
『え？え？……で、でも、人を奴隷になんて…………』",""
"そう戸惑うアルをわき目に貴方は、
女性のスタイルのいい身体をじっと見つめた。",""
"あの身体を好き放題してみたい、
そんな後ろくらい欲望が湧き上がってくる。",""
"彼女の嗜虐的な様子を見ていると、
屈服させたいという欲望が身体の奥底から湧き上がってくる。",""
"<恭子>
『あら、私に何か用かしら？
　今私は奴隷の折檻に忙しいので、後にしてくださらない？』",""
"<恭子>
『は？六花を解放してあげて欲しい？
　いきなり何を言い出すんですの？
　貴方にそんなことを言われる筋合いはありませんわ。』","<Kyouko>
""Huh? You want Rikka released? What are you saying all
 of a sudden? You have no reason to follow that."""
"恭子は意味が分からないと言った不思議そうな顔をした後、
貴方の顔をじっと見てにやりと笑う。","After making a weird face at your sudden demand, Kyouko
looked at your face for a while. Then she gave you a
grin."
"<恭子>
『この子に同情でもしたのかしら。
　お優しい人ですこと♡』",""
"<恭子>
『しかし、あの子は私が手に入れた財産。
　解放しろと言われて、
　はい分かりましたと答えるわけにはいきませんわ。』","<Kyouko>
""However, that girl is part of my possessions.
 I'm not going to let her go just because you asked
 me to."""
"恭子は目を細めて、
くすくすと笑いながらそう答える。","Kyouko said that while smiling and narrowing her eyes."
"<アル>
『うぅ……やっぱりだめなのかな……
　良心に訴えかけても難しそうだし…………』","<Al>
""Uuuh... I guess it won't work just like that...
 I don't think it would work even if we appealed her
 to do it for the good of her heart..."""
"アルはうんうんとうなっているが、
いい案は思い浮かばないようだ。","Al wondered about your options, but she couldn't come
up with any good ideas."
"貴方はなんと彼女にいうことを聞いてくれないか思案するも、
何も思い浮かばず、焦燥に駆られる。","You also thought over what would make Kyouko listen,
but you couldn't come up with anything either and began
getting impatient."
"<恭子>
『うふふ♡まぁ、1つだけ、
　貴方がある条件をのんでくれるなら、
　考えてあげてもよくってよ？』","<Kyouko>
""Ohoho♡ Well, if you accept one condition of mine,
 I can consider it."""
"恭子は笑みを浮かべて貴方の様子を見て、
そう言葉を投げかける。","Kyouko said that with a smile after looking at you for
a while."
"<恭子>
『私と六花の開放を掛けて、コロシアムで戦う…
　これが私が貴方に差し出す条件ですわ。』","<Kyouko>
""The condition is... That you fight me in the colosseum
 with Rikka's release on the line."""
"<恭子>
『私が負けたら六花を解放しましょう。
　ただし、貴方が負けたら…
　貴方も私の奴隷になってもらいますわ♡』","<Kyouko>
""I will release Rikka if you win. However, if you
 lose... You're going to become my slave♡"""
"<アル>
『え、ええ！？\n[1]が、奴隷に……？
　この人の奴隷になったら、もう先には進めないよね……
　ど、どうしよう？』","<Al>
""E-Eeeh?! Slave?! \n[1], if you become her
 slave, we won't be able to advance the game any
 more... W-What should we do?"""
"アルは慌てたように声を漏らしながら、
貴方と恭子を交互に見つめている。","Al cried in panic while looking between you and Kyouko."
"<恭子>
『うふふ♡私は負けたら大事な奴隷を失うんですもの。
　貴方も要求を通したいのなら、
　これくらいの条件は飲むべきなのではなくって？』","<Kyouko>
""Ohoho♡ I would lose my important slave on defeat
 after all. That's why these are the minimum terms
 that I can accept."""
"<恭子>
『それとも、貴方はこれくらいの覚悟すらなく、
　都合のいいことを私に頼んだ、ただの偽善者なのかしら♡』","<Kyouko>
""Or can you not accept such terms? Are you just a
 hypocrite who demands something from me that's
 convenient for you?"""
"恭子は試すように挑発的な視線で貴方を見つめている。","Kyouko watched you with a provocative gaze to test you."
"<アル>
『ど、どうする？\n[1]…………』","<Al>
""W-What should we do? \n[1]..."""
"困ったようにアルは貴方を見つめている。
そんなアルに貴方は力強く頷いた。","When Al looked at you with a troubled face, you gave
her a reassuring nod."
"<恭子>
『そう♡この条件をのむんですわね♡
　なら、受付で私を指名しなさい。
　貴方との試合、楽しみにしていますわよ♡』","<Kyouko>
""I see♡ You'll accept these terms♡ Then nominate me
 to a match at the reception♡ I'm looking forward to
 a match with you♡"""
"<恭子>
『余計な正義感に動かされるとどうなるか、
　私がたっぷりと教えてあげますわね♡』","<Kyouko>
""I'll thoroughly show you what happens when you let
 sense of justice move you♡"""
"そう貴方に告げると恭子は受付により、
その後に六花を連れて去っていった。",""
"<アル>
『う、ぅぅ……なんだか大変なことになっちゃったね。　
　この人、強そうだしできるだけの準備はしておかないと！』","<Al>
""U-Uuh... It turned into a big thing all of sudden.
 That woman looked really strong, so we need to prepare
 as much as possible!"""
"<アル>
『そうだ！あの森の奥でレベル上げはどお？
　2人に勝利したわけだから、
　あの通せんぼの人も通してくれるだろうし♪』","<Al>
""Oh right! How about leveling in the forest? We got the
 second medal, so we can access the next area♪"""
"アルは貴方にそう提案する。
確かに、今のレベルでは心もとないかもしれない。","Al suggested leveling in the new area in the forest.
You felt uneasy to fight Kyouko with your current
level, so it sounded like a good idea."
"森の先に進みますか？
【賞金とアイテムを入手し、
　自動で道をふさいでいたバンガードの前に移動します。】","Advance to the forest?
【Obtain prize money and item, and teleport to the path
 leading deep into the forest.】"
"<アル>
『ん♪負けるわけにはいかないし、
　レベル上げ、頑張ろーね♪』","<Al>
""Mmh♪ We can't afford to lose, so let's work hard to
 raise your level, \n[1]♪"""
"貴方は14000Gと勝利の証(2人目)を手に入れた。","You received 14,000G and Arena Medal 2."
"<アル>
『大丈夫？
　そっか、それじゃあ、試合頑張ろ！』","<Al>
""Will you be alright? ...Okay, then let's do our best
 in the match!"""
"<恭子>
『は？貴方の奴隷になれ？
　いきなり何を言い出すんですの？』","<Kyouko>
""Huh? You want me to become your slave?
 What are you saying all of a sudden?"""
"<恭子>
『あらあら…
　じろじろと気持ちの悪い視線で私の身体を見て、
　気持ち悪い男ですわ♡』",""
"<恭子>
『なるほど、私が六花にしたように、
　賭けをして私を奴隷にしたいと思ってしまった、
　そういうことですのね。』",""
"<恭子>
『いいですわ、貴方とも賭けをしましょうか。
　10000000Gの賭けでもどうかしら♡』",""
"<恭子>
『もちろんこんな大金、お互い持ってないでしょう♡
　負けたら相手の奴隷になる、
　そう言う契約だと思ってくれて構いませんわ♡』",""
"くすくすと笑いながらそう提案する恭子に、
貴方は両省の意を込めて頷いた。",""
"<恭子>
『うふふ♡契約成立ですわね♡
　貴方が勝ったらお望み通り、私を奴隷にして、
　この身体を好きにしてくださってもよろしくてよ？』",""
"貴方を挑発的に見つめる恭子のスタイルのいい身体を、
貴方は上から下まで観察し、唾を飲み込む。","When Kyouko looked at you with a suggestive gaze, you
eyed her voluptuous body from head to toe and gulped
with anticipation."
"この身体を自分の好きにできる…………
そう考えればおのずと暗い欲望で頭の中が満たされる。","Your mind was filling with sordid desires about what to
do with her body once you have your hands on it."
"<恭子>
『ただし、貴方が負けた時には……
　私の奴隷として、一生自由を味わえない、
　そう思ったほうがよろしいですわよ♡』","<Kyouko>
""However, if you lose the match... You'll become my
 slave and I won't let you live free ever again♡
 You should come with that resolve♡"""
"そんな貴方の視線を受けてもひるむことなく挑発する恭子に、
貴方は負けるつもりはないと返した。","When Kyouko taunted you like that without flinching
under your eyeing gaze, you declared that you aren't
going to lose."
"<恭子>
『あらあら♡勇ましいですわね♡
　ですが、男である時点で私には勝てない…
　それをじっくりと教育してあげますわ♡』","<Kyouko>
""Oh my♡ How brave♡ However, I'll thoroughly show
 you don't stand a chance against me since you are
 a man♡"""
"<恭子>
『愚かな男を教育するのは嫌いではありませんし♡
　貴方との試合、楽しみにしていますわよ。
　それでは、ごきげんよう♡』","<Kyouko>
""I don't hate disciplining foolish men♡ I'll look
 forward to the match with you. Well then, have a
 good day♡"""
"<アル>
『う、ぅぅ…いいのかなぁ……　
　そうだ、\n[1]、一応伝えておくね？
　多分、森の先に進めるようになってると思う………』",""
"<アル>
『どうする？
　先に進んで、レベル上げしてく…？』",""
"<アル>
『ん、あの人を奴隷にするため………
　が、頑張ろうね………』",""
"<アル>
『そっか……
　試合、頑張ってね…………』",""
"<恭子>
『ほら、さっさとケリとつけてあげますわ♡
　指名してくださらない？』",""
"<アル>
『必ず、あのこと助けようね！\n[1]！』",""
"EV020",""
"『ここは選手が入るための場所だ。
　鍵がかかっていてそれ以外のプレイヤーは入れないぜ。』","""This door leads to the arena waiting room. Only
 players who have registered for a match can enter."""
"『契約奴隷はこの町では一種のタブーだ。
　あんまり大っぴらに話すんじゃねぇぞ。』","""Contract slavery is part of the darker side of this
 town. You should avoid openly talking about it."""
"EV021",""
"<凛>
『あ、お兄さん。
　賞金から7000Gもらえます？
　騙そうとしたとはいえ、契約は契約なので。』","<Rin>
""Ah, it's you again. Can I have 7000G from your prize
 money? The contract still stands even when I cheated
 you into the loan."""
"<アル>
『…まぁ、
　借りたものは返さなきゃだよね？
　賞金の半分、渡してあげよっか。』","<Al>
""...Well, you need to return what you borrowed, right?
 Will you give her half of the prize money?"""
"貴方はアルの言葉に頷き、
凛に借りていた分のお金を返した。","You nodded to Al and gave Rin the loaned sum back."
"貴方は凛の言葉に渋々頷き、
彼女に借りていた分のお金を返した。","You reluctantly nodded to Rin's question and gave her
the loaned sum back."
"<凛>
『ありがとうございます♡
　…………はぁ……大赤字…………』","<Rin>
""Thanks♡ ...Sigh. I'm big in the red now..."""
"凛は貴方から笑顔でお金を受け取ると、
大きなため息をつく。","After taking the money with a smile, Rin sighed deeply."
"<アル>
『\n[1]のこと騙そうとしたんだもん。
　半分帰ってきただけでも喜んで欲しいな！』","<Al>
""You reap what you sow. She should be happy that she
 got the loaned sum back!"""
"<アル>
『…まぁ、
　借りてたお金は返さなきゃだもんね？
　賞金から半分、渡してあげよっか。』","<Al>
""...Well, you need to return what you borrowed, right?
 Will you give her half of the prize money?"""
"<アル>
『\n[1]のこと騙そうとしたんだもん。
　半分返してあげただけでも喜んで欲しいな！』","<Al>
""You reap what you sow. She should be happy that she
 got the loaned sum back!"""
"貴方は凛の言葉にぎくりとする。
もう、賞金は使ってしまった………","You smiled wryly at Rin's question. You had already
spend the prize money."
"<凛>
『……は？もう手元にない？
　……そうですか、じゃあ仕方ありませんね♡』","<Rin>
""...Huh? You don't have it anymore? 
 ...I see. It can't be helped then♡"""
"<凛>
『なんていうわけないじゃないですか！
　早くレベルドレインでもされて、
　お金を作ってきてください♡』","<Rin>
""As if I would say that! Please hurry up and go get
 your level drained at the shop to make money♡"""
"<凛>
『……言っときますけど、
　この契約が果たせなかったらお兄さん、
　私の奴隷になっちゃいますからね？』","<Rin>
""...By the way, if you don't fulfill the conditions of
 the contract, you'll end up becoming my slave."""
"<アル>
『ど、奴隷！？
　い、一体どういうこと！？』","<Al>
""S-Slave?! W-What does she mean with that?!"""
"その凛の言葉に、
貴方とアルは目を白黒させて驚く。","Both you and Al opened your eyes wide in shock at what
Rin said."
"凛の言葉に貴方は驚きに目を見開く。","You opened your eyes wide in shock at what Rin said."
"<凛>
『お兄さんと私が結んだのはそういう契約なんですよ♡
　ほら、分かったらさっさとお金もってきてください。
　それとも私の奴隷になりたいですか？♡』","<Rin>
""You signed that kind of contract with me♡
 Now that you understand that, go earn the money.
 Or perhaps... You want to become my slave?♡"""
"<凛>
『もし私の奴隷になるなら……
　試合の時の「お返し」、たっぷりしてあげますよ♡』","<Rin>
""If you turn into my slave... I'll make you thoroughly
 pay for what you did during our match♡"""
"<アル>
『う、うぅ～……そんなぁ……
　大金が手に入って、ぱぁ～っと使っちゃったよね…
　急いでお金を稼いでこないと！』","<Al>
""U-Uuh... How can this be... We ended up using all the
 prize money already... We need to earn some money and
 quick!"""
"貴方はそう言葉を漏らすアルと同じ心情だった。
何とか急いでお金を持ってこないと……","You felt the same as Al. You had to earn money before
it was too late."
"凛の言葉に背筋に冷たい汗が流れる。
何とか早くお金を作ってこないと…………","A cold sweat ran down your back at what Rin said.
You needed to earn money and quick."
"<凛>
『お兄さん、まだ賞金を受け取ってませんよね？
　そこのカウンターで受け取れますよ。
　受け取ったらまた私に話しかけてくださいね♡』","<Rin>
""You haven't accepted the prize money yet, right?
 You can take it from the counter over there.
 Please talk to me when you've accepted it♡"""
"<凛>
『あ、お兄さん。
　賞金から7700Gもらえます？
　騙そうとしたとはいえ、契約は契約なので。』","<Rin>
""Ah, it's you again. Can I have 7700G from your prize
 money? The contract still stands even when I cheated
 you into the loan."""
"<アル>
『…まぁ、
　約束は約束だもんね？
　賞金から7700G、渡してあげよっか。』","<Al>
""...Well, you need to return what you borrowed, right?
 Will you give 7700G from the prize money?"""
"<アル>
『\n[1]のこと騙そうとしたんだもん。
　利子をつけてあげただけでも喜んで欲しいな！』","<Al>
""You reap what you sow. She should be happy that she
 got the loaned sum back!"""
"<凛>
『はぁ……私のパフェがぁ……ケーキがぁ……』","<Rin>
""Sigh... My parfaits... My cakes..."""
"凛は机に座りながら目に見えて落胆している……","Rin looked really depressed as she sat at the table."
"<アル>
『こ、この子…\n[1]をだましたお金で、
　パフェとかケーキとか食べるつもりだったのかな…？
　勝ててよかったよね…』","<Al>
""W-wait... Was she planning to buy sweets with the
 money she tried to swindle from us? I think it's
 much better that we won now."
"<恭子>
『あら、私に何か用かしら？』","<Kyouko>
""Oh? Do you have some business with me?"""
"確か、この人が六花の主人だったはずだ。","You were sure that this woman was Rikka's master."
"<恭子>
『あらあら、よく見たら貴方…
　さっきの六花の試合相手じゃない。
　あの子に同情でもしたのかしら。お優しいことですわね。』","<Kyouko>
""Oh my, now that I took a look at you... You are
 Rikka's last opponent, aren't you? Did you feel
 sorry for her or something? Oh, how gentle of you."""
"<恭子>
『そう♡この条件をのむんですわね♡
　分かりました、それでは会場で白黒つけましょうか♡』","<Kyouko>
""Oh♡ So you accept these terms♡ Understood♡
 Then let us set battle it out at the colosseum♡"""
"<恭子>
『余計な正義感に動かされるとどうなるか、
　私がたっぷりと教えてあげますわね♡
　試合までのつかの間の自由を楽しみなさい♡』","<Kyouko>
""I'll show you what happens when you let the sense of
 justice take hold of yourself♡ Please enjoy your
 short moment of freedom before the match♡"""
"<恭子>
『それでは、今日のところはこれで失礼いたしますわ。
　自宅で六花の折檻をしないといけませんので♡』","<Kyouko>
""Then, I will excuse myself here. I have to return
 to my house to scold Rikka on her actions♡"""
"そう言うと恭子は医務室に向かっていった。
六花を連れて自宅に帰るようだ。","After saying that, Kyouko headed for the infirmary.
It seems like she's going to get Rikka and return to
her house."
"<アル>
『できるだけ経験値を稼いで、　
　強くなってから挑もうね！』","<Kyouko>
""Let's earn as much EXP as we can to get stronger!
 Then we'll challenge that woman!"""
"<恭子>
『あの子の境遇に同情でもしましたの？
　お優しいことですわね♡』","<Kyouko>
""Do you feel sorry for her circumstances?
 Oh, how gentle of you♡"""
"<恭子>
『あらあら、よく見たら貴方…
　さっきの六花の試合相手じゃない。』","<Kyouko>
""Oh my, now that I took a look at you... You are
 Rikka's last opponent, aren't you?"
"<恭子>
『なるほど、
　誰かから六花と私の賭けのことでもきいたのかしら？
　六花に勝って、気が大きくなってしまったんですわね♡』","<Kyouko>
""Oh, did you hear about the wager Rikka and I had from
 someone? You've become quite generous after winning
 a match against her♡"""
"<恭子>
『いいですわ、貴方とも賭けをしましょうか。
　10000000Gの賭けでもどうかしら♡
　ほぼ、永続的に相手の奴隷になるのと同じですわよね♡』","<Kyouko>
""Fine. Let us have a similar wager. How about setting
 10,000,000G as the bet? It's basically the same as the
 loser becoming a permanent slave♡"""
"くすくすと笑いながらそう提案する恭子に、
貴方は肯定の意を込めて頷いた。","When Kyouko suggested that with a smile, you nodded in
agreement."
"<恭子>
『うふふ♡契約成立ですわね♡
　貴方が勝ったらお望み通り、私を奴隷にして、
　この身体を好きにしてくださって構いませんわ♡』","<Kyouko>
""Ahaha♡ Then the contract is set♡ If you win, I'll
 become your slave as you wanted♡ You can even have
 your way with my body♡"""
"<恭子>
『あらあら♡勇ましいですわね♡
　六花に勝った程度で、
　あまり調子に乗らないほうがいいですわよ♡』","<Kyouko>
""Oh my♡ How brave♡ You shouldn't get too carried
 away just because you won a match against Rikka♡"""
"<恭子>
『ま、愚かな男を教育するのは嫌いではありませんし♡
　いつでも指名を受け付けますわ♡』","<Kyouko>
""However, I don't hate disciplining foolish men♡
 I'm ready to receive your nomination for a match
 at any time♡"""
"これで恭子を奴隷にできる……
後は受付で彼女を指名し、倒すだけだ。","With this, you can make Kyouko into your slave. Now all
you need to do is nominate her at the counter and
defeat her in the match."
"<恭子>
『それでは貴方との試合、楽しみにしていますわね♡
　今日のところはこれで失礼いたしますわ。
　自宅で六花の折檻をしないといけませんので♡』",""
"<恭子>
『私はいつでも準備はできていますわ♡
　私の奴隷になる心構えが出来たら指名しなさい♡』",""
"<アル>
『あの子を解放するために、
　頑張ろうね！\n[1]♪』",""
"六花",""
"<六花>
『あ、あの………！
　試合、見てました。
　私のために、ありがとうございます！！』","<Rikka>
""U-Um! \n[1], I saw your match.
 Thank you so much for fighting for my sake!"""
"控室から出ると、六花が貴方に近寄り、
ぺこりと大きく頭を下げてそう言った。","When you came out of the waiting room, Rikka approached
and thanked you with a deep bow."
"<六花>
『これで私、ようやく解放されて………
　その、本当になんて言っていいか…………』","<Rikka>
""Now I'm finally free... I'm lost for words..."""
"<六花>
『とにかく、本当に感謝してます！
　今は、お礼できるようなものは、
　何も持ってないんですけど…………』","<Rikka>
""I really want to thank you! But there's nothing I can
 give you right now..."""
"気にしないで","Don't worry about it"
"<六花>
『う……そうですか？
　でも、私の気がおさまりません…………』","<Rikka>
""Uh... Do you really need nothing? However, I won't
 feel content by doing nothing for you..."""
"<六花>
『いつか必ず、お兄さんに恩を返せるよう……
　頑張りますね！』","<Rikka>
""I'll work hard to repay this favor one day!"""
"<六花>
『いつか必ず、貴方に恩を返せるよう……
　頑張りますね！』","<Rikka>
""I'll work hard to repay this favor one day!"""
"六花は小さく握りこぶしを作り、そう宣言をする。
彼女のそんな明るい姿を見れただけで、
貴方は十分だった。","Rikka clenched her hand into a fist and declared that
she will repay you one day, but you were more than
content with her getting cheerful like that."
