"こうもり*2",""
"<盗賊サキュバス>
『くすくす♪
　ボクにお耳を唇で吸われながら足コキされて、
　情けない声出ちゃったね♡』","<Thief Succubus>
""Ahaha♪ The ear sucking footjob made you shamefully 
 moan♡"""
"<盗賊サキュバス>
『ひょっとして君は、
　ただつよーい冒険者さまのふりをしていただけなのかな？』","<Thief Succubus>
""Mr. Adventurer, it couldn't be that all that talk
 about your strength was a bluff?"""
"<盗賊サキュバス>
『本当はボクみたいな盗賊にも勝てないのに、
　頑張って自分を強く見せてただけのよわーい冒険者♡
　れろぉ♡』","<Thief Succubus>
""Were you just pretending to be tough? Are you 
 actually so weak that you can't even beat a thief 
 like me? Mmmmh♡"""
"耳に侵入してくる彼女の舌に、ぞくぞくと体を震わせながら、
首を横に振って彼女の言葉を否定する。","The thief succubus stuck her tongue inside your ear.
The pleasure made your whole body tremble as she
licked around, but you still managed to shake your
head to deny what she said."
"<盗賊サキュバス>
『本当に違うのかな？
　それなら、もっと強い冒険者さまらしいところを、
　ボクに見せてね♡ちゅっ♡』","<Thief Succubus>
""Oh? You aren't weak? Then show me how you're strong 
 and won't lose to some thief's feet and mouth♡"""
"<盗賊サキュバス>
『あはは♡ボクの足に虐められて、
　おちんちんぬるぬるしてきちゃったね♡』","<Thief Succubus>
""Ahaha♡ Your dick is starting to get wet from my
 footjob♡"""
"<盗賊サキュバス>
『強い冒険者さまらしいところを見せてって言ったのに♡
　これじゃあ自分がよわーい冒険者だって、
　認めてるようなものだよ？』","<Thief Succubus>
""I told you to show your strength♡ Leaking precum is
 basically the same as admitting that you're weak♡"""
"盗賊サキュバスは貴方を耳元でそう煽りながら、
我慢汁を足裏に塗る様に亀頭を撫でまわす。","The thief succubus made fun of you in a whisper while
rubbing your glans and smearing the precum all over
her feet."
"<盗賊サキュバス>
『ほらほら♡どんどんぬるぬるがあふれてくる♡
　やっぱり君は、つよーい冒険者さまのふりをした、
　ただのよわーい冒険者だったんだね♡』","<Thief Succubus>
""Look♡ More wet stuff is coming out♡ It Looks like
 you're nothing more than a weak adventurer after
 all♡"""
"<盗賊サキュバス>
『だから、このままボクの足コキに負けて、
　なさけなく精液ぴゅっぴゅってしちゃう♡れろぉ♡』","<Thief Succubus>
""That's why you'll shamefully lose to my footjob and
 shoot your semen♡ Mmmh♡"""
"<盗賊サキュバス>
『くすくす♪弱いくせに、
　ボクの技を耐えられるなんて、
　挑戦を受けたのが間違いだったね♡』","<Thief Succubus>
""Ahaha♪ Thinking that you could endure my special move
 and taking it straight on was a huge mistake when you
 were this weak♡"""
"<盗賊サキュバス>
『ほらほら♡もっと激しく足で扱いちゃうよ♡
　もう君のおちんちんの負け♡』","<Thief Succubus>
""Here♡ I'll stroke your dick even harder♡
 It has basically lost already♡"""
"盗賊サキュバスは耳元でそう宣言しながら、
両足で亀頭を圧迫し、激しく上下に竿を扱く。","After whispering that your loss was already decided,
the thief succubus began stroking your penis hard while
tightly squeezing your glans between her feet."
"そんな彼女の勝利宣言に抗おうとしても、
実際に精液がのぼってきてしまい、
もう敗北がすぐそこまで迫ってきてしまう。","Even when you tried to deny what she said, your penis
was already already on the brink of orgasm and loss."
"<盗賊サキュバス>
『腰がガクガクしてる♡
　もう限界でしょ？諦めてよ♡』","<Thief Succubus>
""Your hips started trembling♡ You're at the limit,
 right? Just give it up already♡"""
"<盗賊サキュバス>
『諦めておちんちんで負けを認めろ♡
　ほら♡イけ♡イけ♡
　ボクの足コキでイっちゃえ♡れろれろぉ♡』","<Thief Succubus>
""Give up the resistance and accept the defeat with 
 your dick♡ Now♡ Cum♡ Cum to my footjob♡ Mmmmmh♡"""
"<盗賊サキュバス>
『あはは♡ボクの足コキで敗北射精しちゃったね♡
　つよーい冒険者さま♡』","<Thief Succubus>
""Ahaha♡ You shot your semen and lost to my footjob♡
 Mr. ""Strong"" Adventurer♡"""
"<盗賊サキュバス>
『う、意外と冷静だね……
　おかしいなぁ、
　男なんておだてればすぐその気になるはずなのに……』","<Thief Succubus>
""Uh... I didn't expect you to keep your cool...
 That's weird. Normally men instantly fall for it
 when I rile them up like that..."""
"<盗賊サキュバス>
『あはは♡
　ちゃんと製品版買ってくれたんだね、冒険者様♡
　ボクの色仕掛け、効いちゃったんだ～♡』",""
"<盗賊サキュバス>
『それじゃ、
　お礼にいいことたくさんしてあげるよ♡
　ボクの足コキで気持ちよくなっちゃおうね♡』",""
"<盗賊サキュバス>
『ふふ♡体力減ってきちゃったね！
　体験版の時と同じように、
　またわるーい盗賊のボクに負けちゃうのかな♡』",""
"<盗賊サキュバス>
『ね、冒険者様♡
　ボクの足コキに負けたことを思い出しちゃったら、
　まずます気持ちよくなっちゃう？』",""
"<盗賊サキュバス>
『後ろから羽交い締めにされて、
　お耳ふーふーされながらの足コキ♡
　されたいんでしょー♡』",""
"<盗賊サキュバス>
『ふふ♡体力減ってきちゃったね♡
　体験版であれだけ負けちゃったボクに、
　冒険者様が勝てるわけないよ♡』",""
"<盗賊サキュバス>
『ボクに何回も挑んで、
　何回も足コキに負けちゃったんだもんねー♡
　変態冒険者様♡』",""
"<盗賊サキュバス>
『ね？大人しく諦めて、
　ボクに全部搾り取られちゃお？
　あの時と同じように気持ちよくしてあげるから♡』",""
"<ドライアド>
『そんなに乱暴なことはしないで？
　私のおっぱいに顔をうずめて楽になりなさい♡』","<Dryad>
""Please don't get so violent♡ Why not relax by burying
 your face between my breasts?"""
"<ドライアド>
『極上の香りと感触で包み込んで、
　とろけさせてあげるわ♡ほらぁ♡』","<Dryad>
""I can make your mind totally melt with the sweet scent
 and soft touch of my breasts♡ Now♡ Come here♡"""
"ドライアドが谷間を強調する様に前かがみになると、
甘い香りがあたりに充満する。","When the dryad bent forward to emphasize her massive
breasts, the surrounding area filled with their sweet
scent."
"誘惑を意志の力で振り払う","Resist the temptation"
"<ドライアド>
『うふふ♡そうよね、男だもの♡
　女のおっぱいに顔をうずめて、
　フェロモンに満たされ柄気持ちよくなりたいわよね♡』","<Dryad>
""Ahaha♡ Yes, you're a man after all♡ You can't help 
 wanting to bury your face between a woman's breasts 
 when they're packed with so many pheromones♡"""
"<ドライアド>
『約束通り、おっぱいの中でとろけさせてあげるわ♡
　甘い香りと柔らかな感触、堪能してちょうだい♡
　むにゅぅぅ♡』","<Dryad>
""Then as I promised, I'll melt away your mind with my 
 breasts♡ Please enjoy their softness and sweet scent
 to your heart's content♡"""
"ドライアドは甘い香りを密封する様に、
豊満な乳房で貴方の顔を閉じ込める。","The dryad pushed your head between her massive breasts,
trapping your face right where the sweet scent was the
thickest."
"息を吸うたびに鼻腔をくすぐる濃縮された甘い香りに、
貴方の脳はたちまちしびれ、脱力してしまう。","The scent was so strong that it made your nose tickle
right away. As you breathed it in, your mind began 
getting numb and your body weak."
"<ドライアド>
『ほらほら♡もっと吸っていいのよ？
　もっと私の甘い香りを吸い込んで、
　お馬鹿さんになりなさい♡むにゅぅぅ♡』","<Dryad>
""Go on and take deep breaths♡ Breathe in so much of
 my sweet scent that you'll become a dummy who can't 
 think for themself♡"""
"<ドライアド>
『うふふ♡
　おっぱいに包まれて、
　ちんぽこんなに大きくしちゃったのね♡』","<Dryad>
""Ahaha♡ Your penis dick has become so hard when I've
 smothered your face between my breasts♡"""
"<ドライアド>
『このままじゃ辛いわよね？
　ちんぽ、扱いてもいいわよ♡
　オナニーして、気持ちよくなってもいいの♡』","<Dryad>
""It would be painful to leave it alone like that, 
 right? You can touch it♡ I'll let you masturbate
 while enjoying my breasts with your face♡"""
"ドライアドは貴方をそう誘惑しながら、
柔らかな乳房をたぷんたぷんと顔に擦りつける。","The dryad tempted you to touch yourself while rubbing
her soft breasts on your face."
"貴方は乳房に甘い香りを擦りつけられ、
意識をもうろうとさせながらも、
さすがに戦いの中で自分で扱くのは抵抗があり、
手を震わすだけで何もできない。","Even when your mind was starting to get hazy from the 
dryad rubbing her sweet-smelling breast on your face, 
you still felt too resistant to masturbate in the 
middle of a battle."
"<ドライアド>
『さすがに恥ずかしいの？
　それなら、私が抵抗できなくしてあげるわね♡』","<Dryad>
""Oh? Are you too embarrassed to start masturbating 
 right now? In that case... I'll make you unable to
 resist it♡"""
"<ドライアド>
『ほら、命令してあげるわ♡
　惨めにちんぽ扱いてオナニーしなさい♡むにゅぅぅ♡』
　シコシコ♡シコシコ♡』","<Dryad>
""It's an order♡ Miserably stroke your dick right now♡
 One-two♡ One-two♡"""
"<ドライアド>
『うふふ♡自分からは恥ずかしくてできなくても、
　私に命令されたら簡単にシコシコしちゃうのね♡』","<Dryad>
""Ahaha♡ Even when you felt too embarrassed to do it
 yourself, I just had to make it an order to make you
 instantly start masturbating♡"""
"<ドライアド>
『敵の女のあまーい香りとおっぱいに、
　もう洗脳されちゃったのかしら♡情けない男♡
　むにゅむにゅ♡』","<Dryad>
""It looks like I've already brainwashed you with my
 breasts and sweet scent♡ You're such a pathetic
 man♡"""
"ドライアドにそう嘲笑されながら、
擦りつけられる彼女の甘い乳房のリズムに合わせて、
貴方はシコシコと肉棒を上下に扱く。","The dryad made fun of you when you started 
masturbating and matching the strokes to the
pace of her breasts rubbing."
"<ドライアド>
『いくら強くても、こうなってしまっては形無しね♡
　私を倒せそうだった男の姿はもうどこにもないわ♡』","<Dryad>
""It doesn't matter how strong you are because all your
 strength will be be useless in this state♡ I can't
 see the man who was about to beat me any more♡"""
"<ドライアド>
『ここにいるのは、ただ浅ましく、
　敵の女に命令されるままに、
　ちんぽをシコシコする惨めな男だけ♡』","<Dryad>
""The only thing I can see is a miserable man who's 
 following the orders from his enemy and stroking his 
 dick♡"""
"<ドライアド>
『甘い香りに誘われて、勝負を捨てた男の末路ね♡
　ほら、もっと早く扱きなさい♡シコシコ♡シコシコ♡』","<Dryad>
""You threw away your victory at my sweet temptation and
 that marks your end♡ Now, stroke yourself faster♡
 One-two♡ one-two♡"""
"<ドライアド>
『あらあら♡何か卑猥な音が聞こえるわよ？
　もう我慢汁が出てきちゃったのかしら♡』","<Dryad>
""Oh my♡ I can hear some lewd and wet sounds♡
 Did you already start leaking precum?"""
"<ドライアド>
『戦いの最中にオナニーさせられて、
　もう気持ちよくなっちゃうなんて早漏ちんぽね♡
　むにゅぅぅ♡』","<Dryad>
""You must have a premature ejaculation when you're 
 enjoying forced masturbation in the middle of a fight
 so much♡"""
"勝てそうだった相手に、ここまで馬鹿にされる。
その屈辱も谷間の甘い香りにどうでもよくなり、
一心不乱に肉棒を扱いてしまう。","The dryad was making full fun of you after you had come
so close to defeating her. The scent of her breasts was
so strong and sweet that you only focused in stroking 
your penis and didn't care about the of humiliation."
"<ドライアド>
『うふふ♡そんなに手の動きを早くしていいの？
　早漏ちんぽじゃ、簡単にイっちゃうわよ♡
　シコシコ♡シコシコ♡』","<Dryad>
""Ahaha♡ Are you sure you want to keep stroking that 
 fast? Won't you cum instantly with your premature
 ejaculation? One-two♡ One-two♡"""
"このままではオナニーで自滅してしまう
それが分かっていても、彼女の声に手が勝手に動いてしまう。","Continuing to masturbate was going to lead to your 
suicide. But even when you knew that, your hands kept
moving on their own to the dryad's voice."
"<ドライアド>
『ほらほら♡もっと激しく♡
　もっと無様にシコシコして、自滅しちゃいなさい♡
　シコシコシコ♡』","<Dryad>
""Hey♡ Stroke it faster♡ Miserably stroke yourself
 to a suicide♡ One-two-three♡"""
"ドライアドはそんな貴方を楽しそうに嘲笑しながら、
柔らかな乳房で顔を揺さぶり、
甘い声で激しいオナニーを強制する。","The dryad watched your masturbation with a grin while
rubbing her breasts on your face and forcing you to
stroke faster with her voice."
"どんどん激しくシコシコと言葉を連ねる、
ドライアドの甘い声に逆らえず、
貴方の手は勝手に肉棒を激しく扱いてしまう。","You couldn't resist the dryad's sweet voice as your 
hands began stroking faster on their own to the pace
she gave you."
"<ドライアド>
『腰が無様に痙攣してるわね♡
　このまま私のおっぱいに顔をうずめながら、
　自滅オナニーで負け汁ぶちまけなさい♡シコシコシコ♡』","<Dryad>
""Even your hips started trembling♡ Go on then♡ Shoot 
 your loser juices in suicide masturbation with your
 head smothered in my breasts♡ One-two-three♡"""
"<ドライアド>
『あらあら♡私に言われるがまま、
　こんなに大量の負け汁をだしちゃったわね♡』","<Dryad>
""Oh my♡ You did just as told and shot your loser 
 juices♡ And it's such a huge load too♡"""
"<ドライアド>
『困ったわね…
　このままじゃ、負けちゃいそうだわ…』","<Dryad>
""This is a bit worrying... I might lose at this rate."""
"<マジックサキュバス>
『このままじゃ、お姉さん負けちゃいそう？
　それなら……えいっ♡』","<Witch Succubus>
""I'll lose if this keeps going... Since you've pushed
 me this far... Take this♡"""
"マジックサキュバスは手を拳銃の形にすると、
指先からピンク色のハートを打ちだす。","The witch succubus made a finger pistol with her hand
and shot a pink heart at you."
"そのピンク色のハートが貴方に命中した瞬間、
貴方の身体に甘い快楽の電流が走る。","As the heart hit you, you felt a sweet jolt of
pleasure spread across your body."
"<マジックサキュバス>
『ふふ♡お姉さんの甘いチャームの魔力、
　気持ちいいでしょ？』","<Witch Succubus>
""Ahaha♡ My charm magic feels really good, doesn't it?"""
"<マジックサキュバス>
『今君に当てたチャームの魔力をたっぷり手袋に纏わせて♡
　ほら、このピンクの手袋で、
　お姉さんが直接おちんぽ弄ってあげる♡』","<Witch Succubus>
""I'll apply multiple layers of the same charm magic
 that hit you just now on my gloves♡ Then I'll use
 my pink-glowing gloves to touch your penis directly♡"""
"<マジックサキュバス>
『あんなに小さくても気持ちよかったチャームの魔力♡
　直接おちんぽに流し込んであげるから、じっとしててね♡』","<Witch Succubus>
""The heart I shot only carried a little bit of charm
 magic, and it already felt so good♡ Stay still and
 I'll cover your penis in a full load of it♡"""
"じっとしている","Stand still"
"<マジックサキュバス>
『ありがと♡素直ないい子はお姉さん好きだよ♡
　じゃあ、この甘い魔力たっぷりの手袋で…
　君のおちんぽにぎにぎ♡』","<Witch Succubus>
""Thank you♡ I love nice and obedient boys♡
 Then, I'll grab your penis with my gloves that
 are fully covered in charm magic♡"""
"肉棒をマジックサキュバスに握られた途端、
先ほど感じた甘い電流が直接肉棒に流し込まれ、
身体がビクンっと反応してしまう。","Just as the witch succubus grabbed your penis, your
whole body jumped when the sweet jolt of pleasure
from before made its way directly to your manhood."
"<マジックサキュバス>
『どう？
　お姉さんの魔力をおちんぽで直接味わう気分は♡』","<Witch Succubus>
""Well? How does it feel when my charm magic is
 directly touching your penis♡"""
"<マジックサキュバス>
『握ってるだけで身体をビクビクさせちゃうなんて、
　君の期待を超えちゃったかな？』","<Witch Succubus>
""Just the touch of it made your whole body jump in
 reaction... Did it exceed your expectations?"""
"マジックサキュバスはにぎにぎと肉棒を軽く圧迫する。
さらさらとした感触ながら、
甘く柔らかな女体に沈み込むような快楽に、
貴方は一気に余裕を失ってしまう。","The witch succubus gave your penis gentle squeezes,
which made you instantly lose your composure. 
Her soft womanly hands and silky gloves felt
overwhelmingly good on top of everything else."
"<マジックサキュバス>
『ふふ♡お姉さんのお願いを聞いてくれた子に、
　いつまでもにぎにぎじゃ申し訳ないから、
　そろそろ動かしてあげるね♡シコシコ♡』","<Witch Succubus>
""Ahaha♡ I would feel sorry to continue with only
 squeezing since you listened to my request♡
 I think it's about time I started stroking♡"""
"<マジックサキュバス>
『おちんぽシコシコされるたびに、
　身体がビクンビクンって反応しちゃってるね♡』","<Witch Succubus>
""Your whole body is twitching with every stroke I
 give you♡"""
"<マジックサキュバス>
『お姉さんの手コキはまだ始まったばかりなのに、
　もう形勢逆転されちゃったのかな？シコシコ♡』","<Witch Succubus>
""Have I already turned the tables on you even when
 I just got started with the handjob?"""
"彼女の手がリズムカルに動くたび、
さらさらとした手袋の感触に甘い魔力が肉棒に塗りこまれ、
貴方は肉棒が溶かされていくような快感を覚える。","The charm magic in the witch succubus silky gloves
seeped into your penis with every stroke of her
handjob, which made it feel like your penis was
melting from pleasure."
"そんな貴方を見つめながらくすくすと勝ち誇る彼女に、
貴方は必死に強がりを見せる。","The witch succubus was starting to look confident in
her victory, so you called her out that she hasn't
turned the tables on you in a desperate bluff."
"<マジックサキュバス>
『そんなことない？ふふ♡
　誘惑で逆転されちゃったのが悔しいからって、
　嘘はよくないよ♡』","<Witch Succubus>
""Oh? The tables haven't turned? Ahaha♡ Even if
 you're feeling frustrated for falling into such
 an obvious trap, it's not good to lie♡"""
"<マジックサキュバス>
『お姉さんに甘いチャームの魔力におちんぽ包まれて、
　本当はおもらししちゃいそうなほど気持ちいいくせに♡
　シコシコ♡シコシコ♡』","<Witch Succubus>
""I already know that your penis is covered in so much
 charm magic and pleasure that it might blow any moment
 now♡"""
"<マジックサキュバス>
『ほら、ちょっと手の動きを早くしたら、
　こんなに情けない声が出ちゃう♡』","<Witch Succubus>
""See? It took only a little faster stroking to make
 you moan so shamelessly♡"""
"<マジックサキュバス>
『君の強がりなんて、お姉さんには通用しないぞ♡
　ほら、ちゃんと気持ちいいって言って？♡』","<Witch Succubus>
""Your bluffs won't work on me♡ Why don't you just
 go and admit how amazing my handjob feels?"""
"肉棒を激しく手袋で扱きながら、
甘い声でそうねだるマジックサキュバスから、
貴方は快楽で腰砕けになりながらも目をそらす。","When the witch succubus asked that and stroked your
penis harder, you averted your gaze from her even while
the pleasure was so strong that you were starting to
lose the feeling in your legs."
"<マジックサキュバス>
『もう、おちんぽはこんなに喜んでいるのに、
　気持ちいいってそんなに言いたくないんだね♡』","<Witch Succubus>
""Good grief♡ Even when your penis is loving my gloved
 handjob so much, you can't admit that it feels good♡"""
"<マジックサキュバス>
『君があくまでそんな態度なら、
　お姉さんが無理やり屈服させちゃうからね♡
　こんな風に♡シコシコ♡シコシコ♡』","<Witch Succubus>
""If that's the attitude you take, then I'll make you
 submit by force♡ Just like this♡"""
"<マジックサキュバス>
『ふふ♡やっぱりおちんぽの方は、
　意地っ張りな君よりよっぽど正直だね♡』","<Witch Succubus>
""Ahaha♡ As I thought, your penis much more honest♡"""
"<マジックサキュバス>
『たっぷり甘い魔力が込められた手袋に擦られたら、
　もう負けちゃいそうって、
　ぬるぬるでお姉さんに教えてくれる♡』","<Witch Succubus>
""It has already told me with its leaking precum
 that it's about to lose to my charm magic handjob♡"""
"マジックサキュバスはとろりと先走りをにじませる亀頭を、
ぐるんと一度手のひらで撫でまわし、
弱点に指を絡ませてぐちゅぐちゅと激しく肉棒を上下に擦る。","The witch succubus brushed your overflowing precum
all over your glans with her palm, and then she
wrapped her fingers around your glans and began
rubbing them in intense strokes."
"柔らかな女体に包まれたような感触を肉棒に受けながらの、
激しい彼女の手の動きに、貴方は喘ぎ声が漏れてしまう。","You couldn't stop yourself from moaning out loud when
she worked your sensitive spot so hard in a handjob."
"<マジックサキュバス>
『くすくす♪おちんぽ責められて、
　やっと口の方も素直になってくれたね♡』","<Witch Succubus>
""Ahaha♪ All this stroking is finally making your
 mouth honest too♡"""
"<マジックサキュバス>
『ほら、その恥ずかしい声をお姉さんにもっと聞かせて♡
　シコシコ♡シコシコ♡』","<Witch Succubus>
""Now♪ Let me hear more of your shameful moans♡"""
"一度喘ぎ声が漏れてしまえば、堰を切ったかのように、
貴方は彼女の手が肉棒を上下に往復するたび、
情けない喘ぎ声を出してしまう。","Now that you moaned once, it was as if the dam had
broken since you couldn't stop yourself from moaning
with every stroke the witch succubus gave your penis
anymore."
"<マジックサキュバス>
『ふふ♡ちゃんと喘いだ方が気持ちいいよね♡
　気持ちよくなって、このままおちんぽ負けちゃおう♡』","<Witch Succubus>
""Ahaha♡ Moaning makes it feel so much better, right?
 You can go ahead and enjoy how amazing my gloves feel
 and lose to the pleasure♡"""
"<マジックサキュバス>
『大丈夫、君がえっちな技に負けちゃう恥ずかしいところは、
　お姉さんしか見てないよ♡』","<Witch Succubus>
""It's okay because I'm the only one here to witness
 your shameful loss♡"""
"腰を震わせて射精間近の貴方にそう微笑みながら、
マジックサキュバスはぐちゅぐちゅと音を立てて、
肉棒を扱く手の動きを激しくしていく。","The witch succubus gently smiled when you were close
to the orgasm with your hips trembling, and then she
proceeded to stroke your penis even harder with loud
and wet noises."
"<マジックサキュバス>
『さ、誘惑に乗って、お姉さんに勝ちを譲ってくれたご褒美♡
　とっても気持ちのいい敗北射精を、
　そろそろ君にプレゼントしてあげるね♡』","<Witch Succubus>
""Hey♡ This is your reward for falling into my
 temptation trap and handing the victory to me♡
 I'll present you with an amazing loss orgasm♡"""
"<マジックサキュバス>
『ほらほら♡お姉さんが見ててあげるから♡
　情けなく白いのだして♡シコシコ♡シコシコ♡』","<Witch Succubus>
""Now♡ I'm closely watching, so miserably shoot out
 your white juices♡"""
"<マジックサキュバス>
『ふふ♡すごく情けない声出しながら、
　ちゃんと恥ずかしい敗北射精できたね♡えらいえらい♡』","<Witch Succubus>
""Ahaha♡ Yes, you properly cummed in a shameful
 loss orgasm while moaning your heart out♡
 What a good boy♡"""
"<マジックサキュバス>
『お姉さん、誘惑に乗ってくれた方が助かるんだけどな…』","<Witch Succubus>
""It would have helped if you fell into that
 temptation..."""
"<凛>
『うぐ……う、嘘でしょ？
　なんでこんなに強いんですか……！』","<Rin>
""Ugh... N-No way... Why are you this strong?!"""
"貴方の一太刀を受け、
凛はうろたえながら驚愕の表情で貴方を見る。","After taking your sword strike, Rin lost her composure
and looked at you in shock."
"<凛>
『く…でも、
　お兄さんももう私のお尻でフラフラなはずです…！』","<Rin>
""Ugh... Oh, but you should be quite dizzy from my ass
 already!"""
"<凛>
『ほら、こうしてお尻を左右に振ってあげれば……
　また、見惚れて何もできなくなっちゃいますよね？』","<Rin>
""Hey, look at this...  If I shake my ass left and 
 right at you... You're going to get so charmed that
 you can't do anything, right?"""
"<凛>
『諦めて、私のお尻に埋もれながら……
　気持ちよく敗北射精してください♡』","<Rin>
""Keep staring and enjoy how amazing it feels to cum
 and lose while I bury your face in my ass♡"""
"お尻に見惚れる","Watch her ass"
"<凛>
『くす♡す・き・あ・り♡
　はい、見惚れてたお尻に負けてくださいね♡
　ヒップアタック♡どーん♡』","<Rin>
""Ahaha♡ I see an opening♡ Now, go ahead and lose to
 the ass that charmed you♡ Hip attack♡"""
"お尻に見惚れていた貴方は彼女の攻撃を避けることが出来ず、
ヒップアタックをまとも受けてダウンしてしまう。","You were so charmed by Rin's ass shakes that you
couldn't evade her attack. You took her hip attack
straight on and fell down."
"<凛>
『お尻に見惚れてなければ、勝負は分からなかったのに♡
　これで決まっちゃいましたね♡私の勝ちです♡』","<Rin>
""You could have won if you stopped staring at my ass...
 But now the match is decided♡ It's my win♡"""
"<凛>
『ほら、ダウンしたお兄さんの顔に乗って♡
　お尻で顔をつぶしてあげますねー♡ぐりぐり♡』","<Rin>
""I'll get on top of you... And crush your ass under my
 ass♡"""
"凛は柔らかく、むっちりとしたお尻を擦りつけ、
貴方の顔をもみくちゃにする。","Rin crushed and rubbed your face with her thick ass."
"<凛>
『くすくす♡女の子にこんな屈辱的なことされてるのに、
　お兄さんのおちんぽビンビンに勃起してますね♡』","<Rin>
""Ahaha♡ Your dick is rock-hard even when a girl is
 doing something so humiliating as sitting on your 
 face♡"""
"<凛>
『じゃ、この情けない勃起おちんぽ♡
　負けちゃうとこを観客のみんなに見てもらいましょうね♡
　シコシコ♡シコシコ♡』","<Rin>
""Let's show to the whole audience how shamelessly your 
 dick loses against me♡ I'll give you a handjob too♡"""
"<凛>
『くすくす♡そんなの嫌ですか？　
　今更お尻の下でもがいちゃって♡』","<Rin>
""Ahaha♡ Do you not want to lose in such humiliating 
 way? You started struggling under my ass even when 
 it's too late♡"""
"<凛>
『でもいいんですか？そんなに動かすと、
　余計に私のお尻を顔に感じちゃいますよ♡』","<Rin>
""Are you sure you want to struggle? My ass is going to 
 keep rubbing on your face even more if you keep 
 moving like that♡"
"貴方はそんな屈辱的な未来を避けるために身をよじる。
しかし、彼女の言う通り、身をよじるたびに、
顔がむっちりとした彼女のお尻に擦れて沈み込み、
甘く堕落させるような感触に溺れてしまう。","You twisted and turned your body in an attempt to  
avoid the humiliating defeat. However, like Rin said, 
your movements made your face dig deeper in her ass
and its soft sensations."
"<凛>
『あ～あ♡私なんにもしてないのに♡
　勝手に自滅して、抵抗が弱くなってきちゃいましたね♡』","<Rin>
""Aa-ah♡ I didn't even need to do anything when you've
 already weakened yourself for me♡"""
"<凛>
『ほら、遠慮せずにもっと私のお尻を感じていいんですよ♡
　ぐりぐりお尻を擦りつけながら、おちんぽシコシコ♡』","<Rin>
""But that's okay♡ Go ahead and enjoy my ass without 
 holding back♡ I'll rub your face and stroke your dick 
 too♡"""
"<凛>
『あっはは♡お尻を擦りつけるたびに、
　おちんぽが私の手の中で固くなってますね♡』","<Rin>
""Ahaha♡ Your dick is getting harder every time I rub
 my ass on your face♡"""
"<凛>
『みんなに見られながらお尻に潰されるのが、
　そんなに気に入ったんですか？変態マゾ♡ぐりぐり♡』","<Rin>
""Do you love it so much when a girl crushes your face
 under her ass while an audience is watching? That 
 makes you a masochistic pervert♡"""
"凛はそう貴方を煽り、反応を楽しむように、
体重を乗せてむっちりとした尻肉に貴方を溺れさせる。","After taunting you like that, Rin shifted more of her
body weight on her ass to make you indulge deeper into
it."
"<凛>
『さっきは少し焦りましたけど、
　やっぱりお兄さん、力だけ強いくせに、
　試合では弱かったですね♡』","<Rin>
""You made me fluster with your earlier strike, but 
 looks like you only have strength and not any skill
 to fight♡"""
"<凛>
『自分より弱い女の子にお尻で誘惑されたら、
　簡単に逆転されちゃう♡』","<Rin>
""I just had to tempt you with my ass to turn the 
 situation around even when you're stronger than me♡"""
"<凛>
『でも、これだけ力が強いなら、
　おまけのレベルドレインの方も期待できます♡
　ただ弱いだけの人よりよっぽどいいカモです♡シコシコ♡』","<Rin>
""And since you're strong, I can't wait to find out how 
 much EXP I can level drain from you♡ You're so much
 better prey than someone who's only weak♡"""
"<凛>
『本当に、自分の目を褒めてあげたいですね♡
　お兄さんみたいな掘り出し物を見つけるなんて♡』","<Rin>
""I have such great eyes♡ I can't believe I managed to 
 find such a perfect opponent like you to exploit♡"""
"凛は上機嫌にそう言いながら、
貴方の顔の上に乗ったまま肉棒を激しく扱く。","Rin said that in good mood while sitting on your face
and stroking your penis."
"<凛>
『あっ♡もうおちんぽがぬるぬるしてきましたね♡
　自分より弱い女の子にここまで辱められて、
　我慢できなくなっちゃったんですか？』","<Rin>
""Ah♡ Your dick is already getting wet♡ Is it too
 amazing to endure when a weaker girl like me toys
 you this hard?"""
"くすくすと凛は笑いながら、
溢れてきた我慢汁を弄ぶように先端を指の腹でなぞる。","Rin giggled while using her fingertips to play with 
your glans and overflowing precum."
"<凛>
『そうですよね♡
　有利な状況でも、お尻の誘惑だけで、
　ひっくり返されちゃうような変態さんですもんね♡","<Rin>
""Yes♡ You're nothing more than a pervert who gives up
 the advantage the moment a girl tempts you with her
 ass♡"""
"<凛>
『みんなの前でこーんな屈辱的なことされたら、
　マゾおちんぽむずむずして、
　我慢できなくなっちゃいますよね♡シコシコ♡』","<Rin>
""When I'm humiliating you before the whole audience 
 like this, it scratches your masochist itch so well
 that you can't endure the pleasure, right?"""
"<凛>
『くすくす♡私にマゾって言われるのも興奮しちゃいます？
　女の子のお尻に潰されて喜ぶマゾ♡
　罵られて興奮する変態マゾ♡』","<Rin>
""Ahaha♡ Does it turn you on when I call you a
 masochist too? You're a masochist who loves it
 when a girl sits on your face and abuses you♡"
"凛は貴方の顔をぐりぐりとお尻で潰しながら、
綺麗なソプラノボイスで貴方をそう罵る。","Rin verbally abused you with her beautiful voice while
grinding your face with her ass."
"<凛>
『あっはは♡おちんぽビクビクさせて、
　分かりやすい人ですね♡』","<Rin>
""Ahaha♡ Your dick twitched to tell me that's how it
 is♡ You're so easy to understand♡"""
